"str","rl","vu","R0","ve1","ve2","wk","q5","q50","q95"
"Tight Suppression",0,75,3.125,50,75,7,1.86,8.71,23.64
"Tight Suppression",0,75,3.125,50,75,8,2.57,10.93,31.66
"Tight Suppression",0,75,3.125,50,75,9,3.12,13.36,41.89
"Tight Suppression",0,75,3.125,50,75,10,4.41,19.93,55.49
"Tight Suppression",0,75,3.125,50,75,11,5.86,22.29,73.26
"Tight Suppression",0,75,3.125,50,75,12,6.11,25.71,109.83
"Tight Suppression",0,75,3.125,50,75,13,8.44,33.71,98.34
"Tight Suppression",0,75,3.125,50,75,14,9.73,40.29,109.83
"Tight Suppression",0,75,3.125,50,75,15,11.04,48,118.86
"Tight Suppression",0,75,3.125,50,75,16,9.69,50.29,102.86
"Tight Suppression",0,75,3.125,50,75,17,9,55.14,105.26
"Tight Suppression",0,75,3.125,50,75,18,7.34,54.86,110.49
"Tight Suppression",0,75,3.125,50,75,19,5.08,51.43,105.26
"Tight Suppression",0,75,3.125,50,75,20,4.71,48.29,107.43
"Tight Suppression",0,75,3.125,50,75,21,3.71,43.43,98.51
"Tight Suppression",0,75,3.125,50,75,22,5.14,38.86,94.49
"Tight Suppression",0,75,3.125,50,75,23,4.13,31.14,80.23
"Tight Suppression",0,75,3.125,50,75,24,3.7,22,75.89
"Tight Suppression",0,75,3.125,50,75,25,3.71,18.29,64.69
"Tight Suppression",0,75,3.125,50,75,26,3.67,16,71.09
"Tight Suppression",0,75,3.125,50,75,27,3.25,14,59.63
"Tight Suppression",0,75,3.125,50,75,28,3.14,14.86,60.11
"Tight Suppression",0,75,3.125,50,75,29,3.28,12.29,50.49
"Tight Suppression",0,75,3.125,50,75,30,2.1,12.21,48.46
"Tight Suppression",0,75,3.125,50,75,31,2.27,12.36,43.49
"Tight Suppression",0,75,3.125,50,75,32,2.28,12.5,38.31
"Tight Suppression",0,75,3.125,50,75,33,2,12,36.17
"Tight Suppression",0,75,3.125,50,75,34,2,11.07,33.86
"Tight Suppression",0,75,3.125,50,75,35,1.99,10.64,33.89
"Tight Suppression",0,75,3.125,50,75,36,2.54,10.79,36.63
"Tight Suppression",0,75,3.125,50,75,37,2.7,11.14,38.37
"Tight Suppression",0,75,3.125,50,75,38,2.13,10.29,36.06
"Tight Suppression",0,75,3.125,50,75,39,2.12,9.64,34.91
"Tight Suppression",0,75,3.125,50,75,40,2.82,9.07,33.17
"Tight Suppression",0,75,3.125,50,75,41,3.26,9.5,36.63
"Tight Suppression",0,75,3.125,50,75,42,3.85,10.07,32.2
"Tight Suppression",0,75,3.125,50,75,43,3.56,9.21,35.54
"Tight Suppression",0,75,3.125,50,75,44,3.42,9.36,33.71
"Tight Suppression",0,75,3.125,50,75,45,3.41,8.79,30.4
"Tight Suppression",0,75,3.125,50,75,46,4.14,8.43,28.69
"Tight Suppression",0,75,3.125,50,75,47,3.71,7.5,25.91
"Tight Suppression",0,75,3.125,50,75,48,2.99,6.93,22.86
"Tight Suppression",0,75,3.125,50,75,49,2.99,6.43,22.29
"Tight Suppression",0,75,3.125,50,75,50,2.71,5.79,20.03
"Tight Suppression",0,75,3.125,50,75,51,2.43,5.64,18.91
"Tight Suppression",0,75,3.125,50,75,52,1.86,5.29,14.91
"Tight Suppression",0,90,3.125,50,50,0,0.86,0.86,1
"Tight Suppression",0,90,3.125,50,50,1,0.57,1.43,3
"Tight Suppression",0,90,3.125,50,50,2,1,2.14,4.15
"Tight Suppression",0,90,3.125,50,50,3,1,2.86,5.59
"Tight Suppression",0,90,3.125,50,50,4,0.86,3.86,8.15
"Tight Suppression",0,90,3.125,50,50,5,1.56,5.14,10.74
"Tight Suppression",0,90,3.125,50,50,6,1.84,6.43,14.86
"Tight Suppression",0,90,3.125,50,50,7,1.86,8.5,21.2
"Tight Suppression",0,90,3.125,50,50,8,2.56,11,29.74
"Tight Suppression",0,90,3.125,50,50,9,2.56,13.14,41.71
"Tight Suppression",0,90,3.125,50,50,10,3.69,17,48.8
"Tight Suppression",0,90,3.125,50,50,11,4.14,23.71,61.43
"Tight Suppression",0,90,3.125,50,50,12,5.43,29.43,94.06
"Tight Suppression",0,90,3.125,50,50,13,6.41,36.86,98.29
"Tight Suppression",0,90,3.125,50,50,14,8.81,40.86,114.29
"Tight Suppression",0,90,3.125,50,50,15,10.39,48.29,105.26
"Tight Suppression",0,90,3.125,50,50,16,14.79,45.71,100.69
"Tight Suppression",0,90,3.125,50,50,17,10.06,48.29,93.83
"Tight Suppression",0,90,3.125,50,50,18,14.83,49.43,96
"Tight Suppression",0,90,3.125,50,50,19,11.8,52.57,102.97
"Tight Suppression",0,90,3.125,50,50,20,10.15,46,107.43
"Tight Suppression",0,90,3.125,50,50,21,5.11,38.29,100.69
"Tight Suppression",0,90,3.125,50,50,22,5.67,38,91.54
"Tight Suppression",0,90,3.125,50,50,23,4.71,35.14,87.31
"Tight Suppression",0,90,3.125,50,50,24,4.42,27.43,82.29
"Tight Suppression",0,90,3.125,50,50,25,4.86,24.57,66.69
"Tight Suppression",0,90,3.125,50,50,26,3.84,22.29,68.69
"Tight Suppression",0,90,3.125,50,50,27,3.81,17.71,66.29
"Tight Suppression",0,90,3.125,50,50,28,3.55,17.71,66.46
"Tight Suppression",0,90,3.125,50,50,29,3.56,19.14,56.09
"Tight Suppression",0,90,3.125,50,50,30,2.99,18.29,53.03
"Tight Suppression",0,90,3.125,50,50,31,3.54,20,55.6
"Tight Suppression",0,90,3.125,50,50,32,3,19.14,60
"Tight Suppression",0,90,3.125,50,50,33,2.53,20,52.63
"Tight Suppression",0,90,3.125,50,50,34,2.14,20.21,49.71
"Tight Suppression",0,90,3.125,50,50,35,1.98,18.57,47.03
"Tight Suppression",0,90,3.125,50,50,36,1.99,17.14,44.31
"Tight Suppression",0,90,3.125,50,50,37,2.43,18.29,45.8
"Tight Suppression",0,90,3.125,50,50,38,2.26,17.14,41.26
"Tight Suppression",0,90,3.125,50,50,39,2.28,16.07,41.77
"Tight Suppression",0,90,3.125,50,50,40,2.56,16.86,41.23
"Tight Suppression",0,90,3.125,50,50,41,3.82,17.14,41.2
"Tight Suppression",0,90,3.125,50,50,42,3.69,16.57,40.69
"Tight Suppression",0,90,3.125,50,50,43,3.11,16,45.74
"Tight Suppression",0,90,3.125,50,50,44,2.56,16.57,44.06
"Tight Suppression",0,90,3.125,50,50,45,3.81,16.57,45.14
"Tight Suppression",0,90,3.125,50,50,46,3.39,16,43.43
"Tight Suppression",0,90,3.125,50,50,47,3.11,14,38.37
"Tight Suppression",0,90,3.125,50,50,48,2.98,13.5,36.66
"Tight Suppression",0,90,3.125,50,50,49,3.51,12.36,33.74
"Tight Suppression",0,90,3.125,50,50,50,3.55,12.21,33.23
"Tight Suppression",0,90,3.125,50,50,51,3.56,10.36,33.17
"Tight Suppression",0,90,3.125,50,50,52,3.79,9.14,31.43
"Tight Suppression",0,60,3.125,50,90,0,0.86,0.86,1
"Tight Suppression",0,60,3.125,50,90,1,0.57,1.43,3
"Tight Suppression",0,60,3.125,50,90,2,1,2.14,4.15
"Tight Suppression",0,60,3.125,50,90,3,1,2.86,5.59
"Tight Suppression",0,60,3.125,50,90,4,0.86,3.86,8.15
"Tight Suppression",0,60,3.125,50,90,5,1.56,5.21,10.73
"Tight Suppression",0,60,3.125,50,90,6,2.14,7.21,15.45
"Tight Suppression",0,60,3.125,50,90,7,1.99,9.43,23.03
"Tight Suppression",0,60,3.125,50,90,8,2.71,12.71,32.89
"Tight Suppression",0,60,3.125,50,90,9,3.41,15.5,45.2
"Tight Suppression",0,60,3.125,50,90,10,4.97,20.57,59.46
"Tight Suppression",0,60,3.125,50,90,11,5.99,26.86,84.74
"Tight Suppression",0,60,3.125,50,90,12,8.66,31.43,87.86
"Tight Suppression",0,60,3.125,50,90,13,11.97,38.86,103.09
"Tight Suppression",0,60,3.125,50,90,14,12.42,47.71,103.43
"Tight Suppression",0,60,3.125,50,90,15,19.97,50.57,114.29
"Tight Suppression",0,60,3.125,50,90,16,19.31,57.43,105.49
"Tight Suppression",0,60,3.125,50,90,17,19.8,60.57,114.29
"Tight Suppression",0,60,3.125,50,90,18,17.46,61.71,121.14
"Tight Suppression",0,60,3.125,50,90,19,9.63,58.29,114.4
"Tight Suppression",0,60,3.125,50,90,20,10.77,50.29,107.54
"Tight Suppression",0,60,3.125,50,90,21,6.26,41.14,100.91
"Tight Suppression",0,60,3.125,50,90,22,3.84,31.43,89.26
"Tight Suppression",0,60,3.125,50,90,23,3.99,28.29,77.63
"Tight Suppression",0,60,3.125,50,90,24,2.84,20.57,81.03
"Tight Suppression",0,60,3.125,50,90,25,2.71,17.14,80.66
"Tight Suppression",0,60,3.125,50,90,26,2.7,16,75.54
"Tight Suppression",0,60,3.125,50,90,27,2.14,13.64,82.51
"Tight Suppression",0,60,3.125,50,90,28,2.13,12.57,69.03
"Tight Suppression",0,60,3.125,50,90,29,1.99,12.57,61.83
"Tight Suppression",0,60,3.125,50,90,30,2.25,11.29,48
"Tight Suppression",0,60,3.125,50,90,31,2.14,11.14,41.14
"Tight Suppression",0,60,3.125,50,90,32,2.99,12.14,33.14
"Tight Suppression",0,60,3.125,50,90,33,2.56,11.07,33.83
"Tight Suppression",0,60,3.125,50,90,34,2.42,11.07,32.71
"Tight Suppression",0,60,3.125,50,90,35,1.99,11,34.89
"Tight Suppression",0,60,3.125,50,90,36,2.11,10.79,31.46
"Tight Suppression",0,60,3.125,50,90,37,2.26,10.36,32.06
"Tight Suppression",0,60,3.125,50,90,38,1.99,9.71,34.34
"Tight Suppression",0,60,3.125,50,90,39,1.71,9,33.23
"Tight Suppression",0,60,3.125,50,90,40,2.14,9.79,33.23
"Tight Suppression",0,60,3.125,50,90,41,2.7,9.71,30.49
"Tight Suppression",0,60,3.125,50,90,42,3.11,9.64,29.17
"Tight Suppression",0,60,3.125,50,90,43,3.14,9.14,30.91
"Tight Suppression",0,60,3.125,50,90,44,3.26,8.21,33.14
"Tight Suppression",0,60,3.125,50,90,45,3.41,8.36,29.74
"Tight Suppression",0,60,3.125,50,90,46,2.86,7.64,26.91
"Tight Suppression",0,60,3.125,50,90,47,2.56,7.14,25.14
"Tight Suppression",0,60,3.125,50,90,48,2.86,6.57,21.17
"Tight Suppression",0,60,3.125,50,90,49,2.42,6.29,17.2
"Tight Suppression",0,60,3.125,50,90,50,2.71,6.29,16
"Tight Suppression",0,60,3.125,50,90,51,2.28,5.43,16.71
"Tight Suppression",0,60,3.125,50,90,52,1.86,5,12.6
"Tight Suppression",0,75,3.125,50,90,0,0.86,0.86,1
"Tight Suppression",0,75,3.125,50,90,1,0.57,1.43,3
"Tight Suppression",0,75,3.125,50,90,2,1,2.14,4.15
"Tight Suppression",0,75,3.125,50,90,3,1,2.86,5.59
"Tight Suppression",0,75,3.125,50,90,4,0.86,3.86,8.15
"Tight Suppression",0,75,3.125,50,90,5,1.56,5.21,10.44
"Tight Suppression",0,75,3.125,50,90,6,1.99,6.64,15.15
"Tight Suppression",0,75,3.125,50,90,7,1.86,8.71,23.64
"Tight Suppression",0,75,3.125,50,90,8,2.57,10.93,31.66
"Tight Suppression",0,75,3.125,50,90,9,3.12,13.36,41.89
"Tight Suppression",0,75,3.125,50,90,10,4.41,19.93,55.49
"Tight Suppression",0,75,3.125,50,90,11,5.86,22.29,73.26
"Tight Suppression",0,75,3.125,50,90,12,6.11,25.71,109.83
"Tight Suppression",0,75,3.125,50,90,13,8.44,33.71,98.34
"Tight Suppression",0,75,3.125,50,90,14,9.73,40.29,109.83
"Tight Suppression",0,75,3.125,50,90,15,11.04,48,118.86
"Tight Suppression",0,75,3.125,50,90,16,9.69,50.29,102.86
"Tight Suppression",0,75,3.125,50,90,17,9,54,107.77
"Tight Suppression",0,75,3.125,50,90,18,6.79,52.86,107.66
"Tight Suppression",0,75,3.125,50,90,19,6.83,50.57,105.49
"Tight Suppression",0,75,3.125,50,90,20,5.14,48,100.57
"Tight Suppression",0,75,3.125,50,90,21,3.85,42.29,100.6
"Tight Suppression",0,75,3.125,50,90,22,3,28,80.11
"Tight Suppression",0,75,3.125,50,90,23,3.56,23.43,77.71
"Tight Suppression",0,75,3.125,50,90,24,2.85,19.71,80
"Tight Suppression",0,75,3.125,50,90,25,2.43,17.71,70.86
"Tight Suppression",0,75,3.125,50,90,26,2.42,16.57,59.54
"Tight Suppression",0,75,3.125,50,90,27,1.99,14.86,50.29
"Tight Suppression",0,75,3.125,50,90,28,2.41,14.29,45.29
"Tight Suppression",0,75,3.125,50,90,29,2.28,12.86,45.74
"Tight Suppression",0,75,3.125,50,90,30,2.41,12.57,38.31
"Tight Suppression",0,75,3.125,50,90,31,2.14,11.21,40.6
"Tight Suppression",0,75,3.125,50,90,32,2.69,10.79,34.31
"Tight Suppression",0,75,3.125,50,90,33,1.99,9.07,29.74
"Tight Suppression",0,75,3.125,50,90,34,2.29,8.57,28.06
"Tight Suppression",0,75,3.125,50,90,35,1.85,7.79,25.74
"Tight Suppression",0,75,3.125,50,90,36,1.57,6.93,24.6
"Tight Suppression",0,75,3.125,50,90,37,1.97,6,22.89
"Tight Suppression",0,75,3.125,50,90,38,1.71,5.79,22.31
"Tight Suppression",0,75,3.125,50,90,39,1.56,5.5,22.97
"Tight Suppression",0,75,3.125,50,90,40,1.71,5.71,17.83
"Tight Suppression",0,75,3.125,50,90,41,1.57,5.36,18.34
"Tight Suppression",0,75,3.125,50,90,42,1.85,5,18.43
"Tight Suppression",0,75,3.125,50,90,43,1.56,4.64,16.6
"Tight Suppression",0,75,3.125,50,90,44,1.26,4.64,13.19
"Tight Suppression",0,75,3.125,50,90,45,1.56,4.36,11.16
"Tight Suppression",0,75,3.125,50,90,46,1.14,4.36,8.46
"Tight Suppression",0,75,3.125,50,90,47,1.12,4.29,7.74
"Tight Suppression",0,75,3.125,50,90,48,0.71,3.86,7.14
"Tight Suppression",0,75,3.125,50,90,49,0.85,3.71,7.16
"Tight Suppression",0,75,3.125,50,90,50,0.57,3.21,7.01
"Tight Suppression",0,75,3.125,50,90,51,0.43,3,6.29
"Tight Suppression",0,75,3.125,50,90,52,0.43,2.71,6.03
"Tight Suppression",0,90,3.125,50,90,0,0.86,0.86,1
"Tight Suppression",0,90,3.125,50,90,1,0.57,1.43,3
"Tight Suppression",0,90,3.125,50,90,2,1,2.14,4.15
"Tight Suppression",0,90,3.125,50,90,3,1,2.86,5.59
"Tight Suppression",0,90,3.125,50,90,4,0.86,3.86,8.15
"Tight Suppression",0,90,3.125,50,90,5,1.56,5.14,10.74
"Tight Suppression",0,90,3.125,50,90,6,1.84,6.43,14.86
"Tight Suppression",0,90,3.125,50,90,7,1.86,8.5,21.2
"Tight Suppression",0,90,3.125,50,90,8,2.56,11,29.74
"Tight Suppression",0,90,3.125,50,90,9,2.56,13.14,41.71
"Tight Suppression",0,90,3.125,50,90,10,3.69,17,48.8
"Tight Suppression",0,90,3.125,50,90,11,4.14,23.71,61.43
"Tight Suppression",0,90,3.125,50,90,12,5.43,29.43,94.06
"Tight Suppression",0,90,3.125,50,90,13,6.41,36.86,98.29
"Tight Suppression",0,90,3.125,50,90,14,8.81,40.86,114.29
"Tight Suppression",0,90,3.125,50,90,15,10.39,48.29,105.26
"Tight Suppression",0,90,3.125,50,90,16,14.79,45.71,100.69
"Tight Suppression",0,90,3.125,50,90,17,10.47,48,96.34
"Tight Suppression",0,90,3.125,50,90,18,9.66,46.57,87.09
"Tight Suppression",0,90,3.125,50,90,19,8.97,44.57,87.09
"Tight Suppression",0,90,3.125,50,90,20,5.12,41.14,91.43
"Tight Suppression",0,90,3.125,50,90,21,3.41,32,89.14
"Tight Suppression",0,90,3.125,50,90,22,3.7,26.57,88.17
"Tight Suppression",0,90,3.125,50,90,23,2.43,23.14,79.71
"Tight Suppression",0,90,3.125,50,90,24,3.24,19.14,73.2
"Tight Suppression",0,90,3.125,50,90,25,2.42,18.29,76.86
"Tight Suppression",0,90,3.125,50,90,26,2.7,14.57,61.83
"Tight Suppression",0,90,3.125,50,90,27,2.69,12.29,53.26
"Tight Suppression",0,90,3.125,50,90,28,2.71,10.29,43.43
"Tight Suppression",0,90,3.125,50,90,29,1.99,7.57,36.14
"Tight Suppression",0,90,3.125,50,90,30,2.69,6.79,32.66
"Tight Suppression",0,90,3.125,50,90,31,2.11,6.43,28.11
"Tight Suppression",0,90,3.125,50,90,32,1.84,5.86,26.91
"Tight Suppression",0,90,3.125,50,90,33,1.83,5.57,24.74
"Tight Suppression",0,90,3.125,50,90,34,1.57,5.43,22.31
"Tight Suppression",0,90,3.125,50,90,35,1.56,4.71,24
"Tight Suppression",0,90,3.125,50,90,36,1.13,4.14,19.51
"Tight Suppression",0,90,3.125,50,90,37,0.85,3.57,17.17
"Tight Suppression",0,90,3.125,50,90,38,0.86,3.43,16.6
"Tight Suppression",0,90,3.125,50,90,39,0.43,3.07,8.09
"Tight Suppression",0,90,3.125,50,90,40,0.85,3.14,7.3
"Tight Suppression",0,90,3.125,50,90,41,0.71,3.5,6.44
"Tight Suppression",0,90,3.125,50,90,42,0.71,3.14,6
"Tight Suppression",0,90,3.125,50,90,43,0.57,2.79,6.01
"Tight Suppression",0,90,3.125,50,90,44,0.71,2.57,6.08
"Tight Suppression",0,90,3.125,50,90,45,0.56,2.5,5.89
"Tight Suppression",0,90,3.125,50,90,46,0.42,2.36,5.15
"Tight Suppression",0,90,3.125,50,90,47,0.43,2,5.17
"Tight Suppression",0,90,3.125,50,90,48,0.29,2.07,4.44
"Tight Suppression",0,90,3.125,50,90,49,0.42,1.86,4.14
"Tight Suppression",0,90,3.125,50,90,50,0.41,1.5,4.14
"Tight Suppression",0,90,3.125,50,90,51,0.14,1.71,4.15
"Tight Suppression",0,90,3.125,50,90,52,0.29,1.43,3.71
"Tight Suppression",0,60,3.125,75,50,0,0.86,0.86,1
"Tight Suppression",0,60,3.125,75,50,1,0.57,1.43,3
"Tight Suppression",0,60,3.125,75,50,2,1,2.14,4.15
"Tight Suppression",0,60,3.125,75,50,3,1,2.86,5.59
"Tight Suppression",0,60,3.125,75,50,4,0.86,3.86,8.15
"Tight Suppression",0,60,3.125,75,50,5,1.85,5.14,10.59
"Tight Suppression",0,60,3.125,75,50,6,2,6.57,14.86
"Tight Suppression",0,60,3.125,75,50,7,2.14,8.43,20.58
"Tight Suppression",0,60,3.125,75,50,8,2.99,10.21,30.37
"Tight Suppression",0,60,3.125,75,50,9,4.09,14,42.51
"Tight Suppression",0,60,3.125,75,50,10,4.42,20.21,46.54
"Tight Suppression",0,60,3.125,75,50,11,5.79,26.86,65.14
"Tight Suppression",0,60,3.125,75,50,12,7.38,29.43,87.31
"Tight Suppression",0,60,3.125,75,50,13,7.86,36.86,89.31
"Tight Suppression",0,60,3.125,75,50,14,10.81,40,105.37
"Tight Suppression",0,60,3.125,75,50,15,12.54,46.29,103.31
"Tight Suppression",0,60,3.125,75,50,16,14.09,49.43,112.09
"Tight Suppression",0,60,3.125,75,50,17,16.51,50.29,100.8
"Tight Suppression",0,60,3.125,75,50,18,11.86,49.43,102.86
"Tight Suppression",0,60,3.125,75,50,19,12.51,52.57,98.74
"Tight Suppression",0,60,3.125,75,50,20,4.79,45.71,99.49
"Tight Suppression",0,60,3.125,75,50,21,6.09,45.43,100.69
"Tight Suppression",0,60,3.125,75,50,22,5.52,43.43,96.11
"Tight Suppression",0,60,3.125,75,50,23,4.27,34.86,100.57
"Tight Suppression",0,60,3.125,75,50,24,4.26,30.57,96
"Tight Suppression",0,60,3.125,75,50,25,4.66,23.43,87.09
"Tight Suppression",0,60,3.125,75,50,26,3.97,20.29,89.14
"Tight Suppression",0,60,3.125,75,50,27,3.69,20.57,75.66
"Tight Suppression",0,60,3.125,75,50,28,3.66,19.14,70.86
"Tight Suppression",0,60,3.125,75,50,29,3.54,20.29,64.11
"Tight Suppression",0,60,3.125,75,50,30,3.57,17.14,61.17
"Tight Suppression",0,60,3.125,75,50,31,4.56,19.14,62.34
"Tight Suppression",0,60,3.125,75,50,32,4.14,21.14,55.03
"Tight Suppression",0,60,3.125,75,50,33,4.41,19.43,63.23
"Tight Suppression",0,60,3.125,75,50,34,4.42,19.43,62.37
"Tight Suppression",0,60,3.125,75,50,35,5.26,18.86,64.34
"Tight Suppression",0,60,3.125,75,50,36,4.42,21.71,69.77
"Tight Suppression",0,60,3.125,75,50,37,4.57,21.14,57.97
"Tight Suppression",0,60,3.125,75,50,38,5.56,20,71.14
"Tight Suppression",0,60,3.125,75,50,39,5.27,22.29,66.29
"Tight Suppression",0,60,3.125,75,50,40,5.82,26.29,73.49
"Tight Suppression",0,60,3.125,75,50,41,6.12,26,57.37
"Tight Suppression",0,60,3.125,75,50,42,7.07,26.86,63.03
"Tight Suppression",0,60,3.125,75,50,43,7.37,27.71,73.26
"Tight Suppression",0,60,3.125,75,50,44,7.43,25.71,64.23
"Tight Suppression",0,60,3.125,75,50,45,6.56,25.14,71.2
"Tight Suppression",0,60,3.125,75,50,46,6.69,27.14,66.4
"Tight Suppression",0,60,3.125,75,50,47,6.12,24,59.43
"Tight Suppression",0,60,3.125,75,50,48,5.7,24,50.89
"Tight Suppression",0,60,3.125,75,50,49,5.55,25.14,46.94
"Tight Suppression",0,60,3.125,75,50,50,5.12,24.86,54.29
"Tight Suppression",0,60,3.125,75,50,51,5.71,23.43,43.6
"Tight Suppression",0,60,3.125,75,50,52,6.41,21.71,46.37
"Tight Suppression",0,75,3.125,75,50,0,0.86,0.86,1
"Tight Suppression",0,75,3.125,75,50,1,0.57,1.43,3
"Tight Suppression",0,75,3.125,75,50,2,1,2.14,4.15
"Tight Suppression",0,75,3.125,75,50,3,1,2.86,5.59
"Tight Suppression",0,75,3.125,75,50,4,0.86,3.79,8.15
"Tight Suppression",0,75,3.125,75,50,5,1.85,5.14,10.86
"Tight Suppression",0,75,3.125,75,50,6,2.14,6.43,14.62
"Tight Suppression",0,75,3.125,75,50,7,2.14,8.57,22.52
"Tight Suppression",0,75,3.125,75,50,8,2.99,10.71,32.77
"Tight Suppression",0,75,3.125,75,50,9,3.7,13.07,35.57
"Tight Suppression",0,75,3.125,75,50,10,3.97,15.79,50.86
"Tight Suppression",0,75,3.125,75,50,11,4.96,20.5,59.71
"Tight Suppression",0,75,3.125,75,50,12,6.94,25.43,74.86
"Tight Suppression",0,75,3.125,75,50,13,7.99,30.5,90.4
"Tight Suppression",0,75,3.125,75,50,14,8.53,36,89.26
"Tight Suppression",0,75,3.125,75,50,15,11.1,41.43,100.57
"Tight Suppression",0,75,3.125,75,50,16,10.78,44.57,107.66
"Tight Suppression",0,75,3.125,75,50,17,10.64,43.14,103.2
"Tight Suppression",0,75,3.125,75,50,18,10.86,41.14,116.8
"Tight Suppression",0,75,3.125,75,50,19,11.4,39.14,96.23
"Tight Suppression",0,75,3.125,75,50,20,7.33,40.57,91.77
"Tight Suppression",0,75,3.125,75,50,21,4.71,33.71,94.06
"Tight Suppression",0,75,3.125,75,50,22,4.42,29.71,96.11
"Tight Suppression",0,75,3.125,75,50,23,3.97,31.14,78.17
"Tight Suppression",0,75,3.125,75,50,24,2.85,24.57,82.4
"Tight Suppression",0,75,3.125,75,50,25,2.84,22.57,98.29
"Tight Suppression",0,75,3.125,75,50,26,3.27,21.14,89.37
"Tight Suppression",0,75,3.125,75,50,27,3.56,19.43,80
"Tight Suppression",0,75,3.125,75,50,28,2.99,18.57,71.09
"Tight Suppression",0,75,3.125,75,50,29,3.82,17.43,59.54
"Tight Suppression",0,75,3.125,75,50,30,3.56,15.43,66.4
"Tight Suppression",0,75,3.125,75,50,31,3.27,14.57,55.06
"Tight Suppression",0,75,3.125,75,50,32,3.85,14.29,46.91
"Tight Suppression",0,75,3.125,75,50,33,4,13.14,44.6
"Tight Suppression",0,75,3.125,75,50,34,3.57,13.07,39.57
"Tight Suppression",0,75,3.125,75,50,35,3.84,12,38.89
"Tight Suppression",0,75,3.125,75,50,36,3.42,12.21,38.37
"Tight Suppression",0,75,3.125,75,50,37,3.71,11.93,40.63
"Tight Suppression",0,75,3.125,75,50,38,3.56,12.29,39.63
"Tight Suppression",0,75,3.125,75,50,39,4.71,11.71,40.09
"Tight Suppression",0,75,3.125,75,50,40,4.71,12,42.91
"Tight Suppression",0,75,3.125,75,50,41,4.86,12.07,39.74
"Tight Suppression",0,75,3.125,75,50,42,5.56,11.93,41.8
"Tight Suppression",0,75,3.125,75,50,43,5.98,12.93,38.86
"Tight Suppression",0,75,3.125,75,50,44,5.55,12.86,37.8
"Tight Suppression",0,75,3.125,75,50,45,5.71,13.5,36.11
"Tight Suppression",0,75,3.125,75,50,46,5.82,12.57,37.77
"Tight Suppression",0,75,3.125,75,50,47,5.29,11.86,37.74
"Tight Suppression",0,75,3.125,75,50,48,4.85,11.79,38.34
"Tight Suppression",0,75,3.125,75,50,49,4.99,11.36,36.03
"Tight Suppression",0,75,3.125,75,50,50,4.39,10.57,33.71
"Tight Suppression",0,75,3.125,75,50,51,3.42,9.57,34.89
"Tight Suppression",0,75,3.125,75,50,52,3.69,9.71,32.06
"Tight Suppression",0,60,3.125,75,75,0,0.86,0.86,1
"Tight Suppression",0,60,3.125,75,75,1,0.57,1.43,3
"Tight Suppression",0,60,3.125,75,75,2,1,2.14,4.15
"Tight Suppression",0,60,3.125,75,75,3,1,2.86,5.59
"Tight Suppression",0,60,3.125,75,75,4,0.86,3.86,8.15
"Tight Suppression",0,60,3.125,75,75,5,1.85,5.14,10.59
"Tight Suppression",0,60,3.125,75,75,6,2,6.57,14.86
"Tight Suppression",0,60,3.125,75,75,7,2.14,8.43,20.58
"Tight Suppression",0,60,3.125,75,75,8,2.99,10.21,30.37
"Tight Suppression",0,60,3.125,75,75,9,4.09,14,42.51
"Tight Suppression",0,60,3.125,75,75,10,4.42,20.21,46.54
"Tight Suppression",0,60,3.125,75,75,11,5.79,26.86,65.14
"Tight Suppression",0,60,3.125,75,75,12,7.38,29.43,87.31
"Tight Suppression",0,60,3.125,75,75,13,7.86,36.86,89.31
"Tight Suppression",0,60,3.125,75,75,14,10.81,40,105.37
"Tight Suppression",0,60,3.125,75,75,15,12.54,46.29,103.31
"Tight Suppression",0,60,3.125,75,75,16,14.09,49.43,112.09
"Tight Suppression",0,60,3.125,75,75,17,16.51,48,100.8
"Tight Suppression",0,60,3.125,75,75,18,9.54,48.57,100.8
"Tight Suppression",0,60,3.125,75,75,19,11.84,45.14,100.57
"Tight Suppression",0,60,3.125,75,75,20,3.7,42.57,89.26
"Tight Suppression",0,60,3.125,75,75,21,3.56,34.29,91.54
"Tight Suppression",0,60,3.125,75,75,22,2.55,30.29,84.57
"Tight Suppression",0,60,3.125,75,75,23,2.85,27.71,87.09
"Tight Suppression",0,60,3.125,75,75,24,2.41,22.86,82.29
"Tight Suppression",0,60,3.125,75,75,25,1.86,23.43,84.91
"Tight Suppression",0,60,3.125,75,75,26,2,21.14,71.2
"Tight Suppression",0,60,3.125,75,75,27,1.84,19.43,61.17
"Tight Suppression",0,60,3.125,75,75,28,2.26,17.43,61.8
"Tight Suppression",0,60,3.125,75,75,29,2.78,16.57,56.74
"Tight Suppression",0,60,3.125,75,75,30,2.13,15.14,59.43
"Tight Suppression",0,60,3.125,75,75,31,2.84,13.71,51.71
"Tight Suppression",0,60,3.125,75,75,32,3.27,13.43,44.86
"Tight Suppression",0,60,3.125,75,75,33,2.84,12.79,46.86
"Tight Suppression",0,60,3.125,75,75,34,2.27,14.14,40.6
"Tight Suppression",0,60,3.125,75,75,35,2.41,11.93,40.09
"Tight Suppression",0,60,3.125,75,75,36,3.14,13.29,42.4
"Tight Suppression",0,60,3.125,75,75,37,3.38,12.64,42.89
"Tight Suppression",0,60,3.125,75,75,38,2.96,11.5,38.03
"Tight Suppression",0,60,3.125,75,75,39,3.41,11.36,36.6
