"str","rl","vu","R0","ve1","ve2","wk","q5","q50","q95"
"Moderate Elimination",0,60,2.5,50,50,31,0,0.86,3.15
"Moderate Elimination",0,60,2.5,50,50,32,0,0.86,3.01
"Moderate Elimination",0,60,2.5,50,50,33,0,1,3.14
"Moderate Elimination",0,60,2.5,50,50,34,0,0.93,2.86
"Moderate Elimination",0,60,2.5,50,50,35,0.14,0.93,3.01
"Moderate Elimination",0,60,2.5,50,50,36,0,1,3.57
"Moderate Elimination",0,60,2.5,50,50,37,0,1,3.14
"Moderate Elimination",0,60,2.5,50,50,38,0,1,3.29
"Moderate Elimination",0,60,2.5,50,50,39,0,1.07,3.86
"Moderate Elimination",0,60,2.5,50,50,40,0.14,1.57,4
"Moderate Elimination",0,60,2.5,50,50,41,0.28,2,5.16
"Moderate Elimination",0,60,2.5,50,50,42,0.41,1.93,5.87
"Moderate Elimination",0,60,2.5,50,50,43,0.29,2.43,6.86
"Moderate Elimination",0,60,2.5,50,50,44,0.56,2.5,7.01
"Moderate Elimination",0,60,2.5,50,50,45,0.43,2.86,6.71
"Moderate Elimination",0,60,2.5,50,50,46,0.41,3.07,6.29
"Moderate Elimination",0,60,2.5,50,50,47,0.42,2.79,6.15
"Moderate Elimination",0,60,2.5,50,50,48,0.71,3.14,5.86
"Moderate Elimination",0,60,2.5,50,50,49,0.57,3.36,6.14
"Moderate Elimination",0,60,2.5,50,50,50,0.57,3,5.86
"Moderate Elimination",0,60,2.5,50,50,51,0.43,3.14,5.72
"Moderate Elimination",0,60,2.5,50,50,52,0.56,3.14,6.14
"Moderate Elimination",0,75,2.5,50,50,0,0.86,0.86,1
"Moderate Elimination",0,75,2.5,50,50,1,0.42,1.14,2.14
"Moderate Elimination",0,75,2.5,50,50,2,0.56,1.36,2.43
"Moderate Elimination",0,75,2.5,50,50,3,0.29,1.14,2.43
"Moderate Elimination",0,75,2.5,50,50,4,0.14,1.14,2.72
"Moderate Elimination",0,75,2.5,50,50,5,0.14,1.29,2.72
"Moderate Elimination",0,75,2.5,50,50,6,0,1,2.72
"Moderate Elimination",0,75,2.5,50,50,7,0,1.14,2.72
"Moderate Elimination",0,75,2.5,50,50,8,0,1,3.29
"Moderate Elimination",0,75,2.5,50,50,9,0,0.93,3.48
"Moderate Elimination",0,75,2.5,50,50,10,0,1,3.31
"Moderate Elimination",0,75,2.5,50,50,11,0,1,3.44
"Moderate Elimination",0,75,2.5,50,50,12,0,1,2.86
"Moderate Elimination",0,75,2.5,50,50,13,0,0.86,3.14
"Moderate Elimination",0,75,2.5,50,50,14,0,0.71,2.86
"Moderate Elimination",0,75,2.5,50,50,15,0,0.86,2.3
"Moderate Elimination",0,75,2.5,50,50,16,0,0.71,2.72
"Moderate Elimination",0,75,2.5,50,50,17,0,0.86,2.29
"Moderate Elimination",0,75,2.5,50,50,18,0,0.86,2.44
"Moderate Elimination",0,75,2.5,50,50,19,0,0.71,2
"Moderate Elimination",0,75,2.5,50,50,20,0,0.57,2.44
"Moderate Elimination",0,75,2.5,50,50,21,0,0.57,2.43
"Moderate Elimination",0,75,2.5,50,50,22,0,0.57,2.86
"Moderate Elimination",0,75,2.5,50,50,23,0,0.57,2.71
"Moderate Elimination",0,75,2.5,50,50,24,0,0.57,2.02
"Moderate Elimination",0,75,2.5,50,50,25,0,0.57,2.44
"Moderate Elimination",0,75,2.5,50,50,26,0,0.57,2.29
"Moderate Elimination",0,75,2.5,50,50,27,0,0.57,2.16
"Moderate Elimination",0,75,2.5,50,50,28,0,0.64,2.44
"Moderate Elimination",0,75,2.5,50,50,29,0,0.79,2.57
"Moderate Elimination",0,75,2.5,50,50,30,0,0.86,2.29
"Moderate Elimination",0,75,2.5,50,50,31,0,0.86,2.73
"Moderate Elimination",0,75,2.5,50,50,32,0,1,2.29
"Moderate Elimination",0,75,2.5,50,50,33,0.14,0.86,2.58
"Moderate Elimination",0,75,2.5,50,50,34,0,0.86,2.72
"Moderate Elimination",0,75,2.5,50,50,35,0.14,1,3.29
"Moderate Elimination",0,75,2.5,50,50,36,0.14,1,3
"Moderate Elimination",0,75,2.5,50,50,37,0.14,0.86,2.86
"Moderate Elimination",0,75,2.5,50,50,38,0,1,3
"Moderate Elimination",0,75,2.5,50,50,39,0,1,3.44
"Moderate Elimination",0,75,2.5,50,50,40,0.14,1.57,4.29
"Moderate Elimination",0,75,2.5,50,50,41,0.28,1.86,4.57
"Moderate Elimination",0,75,2.5,50,50,42,0.42,2.14,6.01
"Moderate Elimination",0,75,2.5,50,50,43,0.43,2.29,5.73
"Moderate Elimination",0,75,2.5,50,50,44,0.57,2.43,6.29
"Moderate Elimination",0,75,2.5,50,50,45,0.43,2.79,6.29
"Moderate Elimination",0,75,2.5,50,50,46,0.29,2.71,6.17
"Moderate Elimination",0,75,2.5,50,50,47,0.29,2.57,5.71
"Moderate Elimination",0,75,2.5,50,50,48,0.41,2.5,4.86
"Moderate Elimination",0,75,2.5,50,50,49,0.57,2.57,5.72
"Moderate Elimination",0,75,2.5,50,50,50,0.56,2.93,5.71
"Moderate Elimination",0,75,2.5,50,50,51,0.56,2.86,5.44
"Moderate Elimination",0,75,2.5,50,50,52,0.56,2.79,5.46
"Moderate Elimination",0,90,2.5,50,50,0,0.86,0.86,1
"Moderate Elimination",0,90,2.5,50,50,1,0.42,1.14,2.14
"Moderate Elimination",0,90,2.5,50,50,2,0.56,1.36,2.43
"Moderate Elimination",0,90,2.5,50,50,3,0.29,1.14,2.43
"Moderate Elimination",0,90,2.5,50,50,4,0.14,1.14,2.72
"Moderate Elimination",0,90,2.5,50,50,5,0.14,1.21,2.71
"Moderate Elimination",0,90,2.5,50,50,6,0,1,2.86
"Moderate Elimination",0,90,2.5,50,50,7,0,1,2.75
"Moderate Elimination",0,90,2.5,50,50,8,0,0.93,3
"Moderate Elimination",0,90,2.5,50,50,9,0,1,2.86
"Moderate Elimination",0,90,2.5,50,50,10,0,1,2.86
"Moderate Elimination",0,90,2.5,50,50,11,0,0.93,3.14
"Moderate Elimination",0,90,2.5,50,50,12,0,0.86,2.73
"Moderate Elimination",0,90,2.5,50,50,13,0,0.71,2.71
"Moderate Elimination",0,90,2.5,50,50,14,0,0.71,2.86
"Moderate Elimination",0,90,2.5,50,50,15,0,0.86,2.45
"Moderate Elimination",0,90,2.5,50,50,16,0,0.71,2.74
"Moderate Elimination",0,90,2.5,50,50,17,0,0.57,2.44
"Moderate Elimination",0,90,2.5,50,50,18,0,0.57,2.29
"Moderate Elimination",0,90,2.5,50,50,19,0,0.43,2.6
"Moderate Elimination",0,90,2.5,50,50,20,0,0.43,2.86
"Moderate Elimination",0,90,2.5,50,50,21,0,0.43,1.76
"Moderate Elimination",0,90,2.5,50,50,22,0,0.36,2.72
"Moderate Elimination",0,90,2.5,50,50,23,0,0.29,2
"Moderate Elimination",0,90,2.5,50,50,24,0,0.29,2.01
"Moderate Elimination",0,90,2.5,50,50,25,0,0.29,1.87
"Moderate Elimination",0,90,2.5,50,50,26,0,0.36,2.01
"Moderate Elimination",0,90,2.5,50,50,27,0,0.43,1.86
"Moderate Elimination",0,90,2.5,50,50,28,0,0.64,1.86
"Moderate Elimination",0,90,2.5,50,50,29,0,0.71,2.15
"Moderate Elimination",0,90,2.5,50,50,30,0,0.71,2.17
"Moderate Elimination",0,90,2.5,50,50,31,0,0.71,2.72
"Moderate Elimination",0,90,2.5,50,50,32,0,0.71,2.44
"Moderate Elimination",0,90,2.5,50,50,33,0,0.71,2.58
"Moderate Elimination",0,90,2.5,50,50,34,0,0.86,2.44
"Moderate Elimination",0,90,2.5,50,50,35,0,0.86,2.29
"Moderate Elimination",0,90,2.5,50,50,36,0,0.71,2.43
"Moderate Elimination",0,90,2.5,50,50,37,0,0.64,2.44
"Moderate Elimination",0,90,2.5,50,50,38,0,0.86,2.59
"Moderate Elimination",0,90,2.5,50,50,39,0.14,0.86,2.86
"Moderate Elimination",0,90,2.5,50,50,40,0.14,1.29,3.15
"Moderate Elimination",0,90,2.5,50,50,41,0.14,1.71,4.15
"Moderate Elimination",0,90,2.5,50,50,42,0.28,1.86,4.71
"Moderate Elimination",0,90,2.5,50,50,43,0.42,2.14,5.29
"Moderate Elimination",0,90,2.5,50,50,44,0.56,2.14,5.72
"Moderate Elimination",0,90,2.5,50,50,45,0.14,2.36,5.72
"Moderate Elimination",0,90,2.5,50,50,46,0.42,2.43,5.59
"Moderate Elimination",0,90,2.5,50,50,47,0.28,2.43,5.58
"Moderate Elimination",0,90,2.5,50,50,48,0.42,2.21,5.44
"Moderate Elimination",0,90,2.5,50,50,49,0.42,2.29,5.3
"Moderate Elimination",0,90,2.5,50,50,50,0.43,2.43,5.29
"Moderate Elimination",0,90,2.5,50,50,51,0.28,2.43,5.73
"Moderate Elimination",0,90,2.5,50,50,52,0.42,2.43,5.14
"Moderate Elimination",0,75,2.5,50,75,0,0.86,0.86,1
"Moderate Elimination",0,75,2.5,50,75,1,0.42,1.14,2.14
"Moderate Elimination",0,75,2.5,50,75,2,0.56,1.36,2.43
"Moderate Elimination",0,75,2.5,50,75,3,0.29,1.14,2.43
"Moderate Elimination",0,75,2.5,50,75,4,0.14,1.14,2.72
"Moderate Elimination",0,75,2.5,50,75,5,0.14,1.29,2.72
"Moderate Elimination",0,75,2.5,50,75,6,0,1,2.72
"Moderate Elimination",0,75,2.5,50,75,7,0,1.14,2.72
"Moderate Elimination",0,75,2.5,50,75,8,0,1,3.29
"Moderate Elimination",0,75,2.5,50,75,9,0,0.93,3.48
"Moderate Elimination",0,75,2.5,50,75,10,0,1,3.31
"Moderate Elimination",0,75,2.5,50,75,11,0,1,3.44
"Moderate Elimination",0,75,2.5,50,75,12,0,1,2.86
"Moderate Elimination",0,75,2.5,50,75,13,0,0.86,3.14
"Moderate Elimination",0,75,2.5,50,75,14,0,0.71,2.86
"Moderate Elimination",0,75,2.5,50,75,15,0,0.86,2.3
"Moderate Elimination",0,75,2.5,50,75,16,0,0.71,2.72
"Moderate Elimination",0,75,2.5,50,75,17,0,0.79,2.29
"Moderate Elimination",0,75,2.5,50,75,18,0,0.71,2.16
"Moderate Elimination",0,75,2.5,50,75,19,0,0.71,2.29
"Moderate Elimination",0,75,2.5,50,75,20,0,0.57,2.29
"Moderate Elimination",0,75,2.5,50,75,21,0,0.57,2.01
"Moderate Elimination",0,75,2.5,50,75,22,0,0.57,2
"Moderate Elimination",0,75,2.5,50,75,23,0,0.43,2.01
"Moderate Elimination",0,75,2.5,50,75,24,0,0.29,1.86
"Moderate Elimination",0,75,2.5,50,75,25,0,0.43,2.14
"Moderate Elimination",0,75,2.5,50,75,26,0,0.43,1.71
"Moderate Elimination",0,75,2.5,50,75,27,0,0.43,1.44
"Moderate Elimination",0,75,2.5,50,75,28,0,0.57,1.57
"Moderate Elimination",0,75,2.5,50,75,29,0,0.57,1.75
"Moderate Elimination",0,75,2.5,50,75,30,0,0.57,2.29
"Moderate Elimination",0,75,2.5,50,75,31,0,0.71,2.01
"Moderate Elimination",0,75,2.5,50,75,32,0,0.86,2.29
"Moderate Elimination",0,75,2.5,50,75,33,0,0.71,2.58
"Moderate Elimination",0,75,2.5,50,75,34,0,0.86,2.17
"Moderate Elimination",0,75,2.5,50,75,35,0,0.86,2.18
"Moderate Elimination",0,75,2.5,50,75,36,0,0.71,2.44
"Moderate Elimination",0,75,2.5,50,75,37,0,0.71,2.43
"Moderate Elimination",0,75,2.5,50,75,38,0,0.71,2.29
"Moderate Elimination",0,75,2.5,50,75,39,0,0.71,2.15
"Moderate Elimination",0,75,2.5,50,75,40,0.14,1.29,3.01
"Moderate Elimination",0,75,2.5,50,75,41,0.14,1.71,4.43
"Moderate Elimination",0,75,2.5,50,75,42,0.29,1.86,4.72
"Moderate Elimination",0,75,2.5,50,75,43,0.14,1.71,5.14
"Moderate Elimination",0,75,2.5,50,75,44,0.42,2,5.59
"Moderate Elimination",0,75,2.5,50,75,45,0.28,2,5.29
"Moderate Elimination",0,75,2.5,50,75,46,0.14,2.07,4.72
"Moderate Elimination",0,75,2.5,50,75,47,0.14,2.14,4.29
"Moderate Elimination",0,75,2.5,50,75,48,0.42,1.93,4.3
"Moderate Elimination",0,75,2.5,50,75,49,0.29,1.93,4.43
"Moderate Elimination",0,75,2.5,50,75,50,0.28,2,4.14
"Moderate Elimination",0,75,2.5,50,75,51,0.28,2,4.44
"Moderate Elimination",0,75,2.5,50,75,52,0.14,1.71,4.15
"Moderate Elimination",0,90,2.5,50,75,0,0.86,0.86,1
"Moderate Elimination",0,90,2.5,50,75,1,0.42,1.14,2.14
"Moderate Elimination",0,90,2.5,50,75,2,0.56,1.36,2.43
"Moderate Elimination",0,90,2.5,50,75,3,0.29,1.14,2.43
"Moderate Elimination",0,90,2.5,50,75,4,0.14,1.14,2.72
"Moderate Elimination",0,90,2.5,50,75,5,0.14,1.21,2.71
"Moderate Elimination",0,90,2.5,50,75,6,0,1,2.86
"Moderate Elimination",0,90,2.5,50,75,7,0,1,2.75
"Moderate Elimination",0,90,2.5,50,75,8,0,0.93,3
"Moderate Elimination",0,90,2.5,50,75,9,0,1,2.86
"Moderate Elimination",0,90,2.5,50,75,10,0,1,2.86
"Moderate Elimination",0,90,2.5,50,75,11,0,0.93,3.14
"Moderate Elimination",0,90,2.5,50,75,12,0,0.86,2.73
"Moderate Elimination",0,90,2.5,50,75,13,0,0.71,2.71
"Moderate Elimination",0,90,2.5,50,75,14,0,0.71,2.86
"Moderate Elimination",0,90,2.5,50,75,15,0,0.86,2.45
"Moderate Elimination",0,90,2.5,50,75,16,0,0.71,2.74
"Moderate Elimination",0,90,2.5,50,75,17,0,0.57,2.44
"Moderate Elimination",0,90,2.5,50,75,18,0,0.43,2.31
"Moderate Elimination",0,90,2.5,50,75,19,0,0.43,2.15
"Moderate Elimination",0,90,2.5,50,75,20,0,0.29,1.71
"Moderate Elimination",0,90,2.5,50,75,21,0,0.36,2
"Moderate Elimination",0,90,2.5,50,75,22,0,0.29,1.58
"Moderate Elimination",0,90,2.5,50,75,23,0,0.29,1.59
"Moderate Elimination",0,90,2.5,50,75,24,0,0.21,1.29
"Moderate Elimination",0,90,2.5,50,75,25,0,0.29,1.43
"Moderate Elimination",0,90,2.5,50,75,26,0,0.36,1.71
"Moderate Elimination",0,90,2.5,50,75,27,0,0.43,1.57
"Moderate Elimination",0,90,2.5,50,75,28,0,0.57,1.86
"Moderate Elimination",0,90,2.5,50,75,29,0,0.71,1.71
"Moderate Elimination",0,90,2.5,50,75,30,0,0.57,1.86
"Moderate Elimination",0,90,2.5,50,75,31,0,0.64,2
"Moderate Elimination",0,90,2.5,50,75,32,0,0.5,2
"Moderate Elimination",0,90,2.5,50,75,33,0,0.57,2.3
"Moderate Elimination",0,90,2.5,50,75,34,0,0.57,1.72
"Moderate Elimination",0,90,2.5,50,75,35,0,0.57,2.14
"Moderate Elimination",0,90,2.5,50,75,36,0,0.57,2.29
"Moderate Elimination",0,90,2.5,50,75,37,0,0.43,2.01
"Moderate Elimination",0,90,2.5,50,75,38,0,0.57,2.3
"Moderate Elimination",0,90,2.5,50,75,39,0,0.71,2.01
"Moderate Elimination",0,90,2.5,50,75,40,0.14,1.14,2.44
"Moderate Elimination",0,90,2.5,50,75,41,0.14,1.29,3.01
"Moderate Elimination",0,90,2.5,50,75,42,0.14,1.57,3.58
"Moderate Elimination",0,90,2.5,50,75,43,0.28,1.5,4.01
"Moderate Elimination",0,90,2.5,50,75,44,0.14,1.29,4.15
"Moderate Elimination",0,90,2.5,50,75,45,0.42,1.43,4
"Moderate Elimination",0,90,2.5,50,75,46,0,1.57,4
"Moderate Elimination",0,90,2.5,50,75,47,0.14,1.57,4
"Moderate Elimination",0,90,2.5,50,75,48,0.14,1.57,3.73
"Moderate Elimination",0,90,2.5,50,75,49,0.14,1.57,4.3
"Moderate Elimination",0,90,2.5,50,75,50,0.14,1.5,3.86
"Moderate Elimination",0,90,2.5,50,75,51,0.14,1.43,4
"Moderate Elimination",0,90,2.5,50,75,52,0.28,1.43,3.88
"Moderate Elimination",0,60,2.5,50,90,0,0.86,0.86,1
"Moderate Elimination",0,60,2.5,50,90,1,0.42,1.14,2.14
"Moderate Elimination",0,60,2.5,50,90,2,0.56,1.36,2.43
"Moderate Elimination",0,60,2.5,50,90,3,0.29,1.14,2.43
"Moderate Elimination",0,60,2.5,50,90,4,0.14,1.14,2.72
"Moderate Elimination",0,60,2.5,50,90,5,0.14,1.21,2.71
"Moderate Elimination",0,60,2.5,50,90,6,0,1,2.86
"Moderate Elimination",0,60,2.5,50,90,7,0,1.14,2.89
"Moderate Elimination",0,60,2.5,50,90,8,0,1,3.29
"Moderate Elimination",0,60,2.5,50,90,9,0,0.86,3.58
"Moderate Elimination",0,60,2.5,50,90,10,0,1,3.01
"Moderate Elimination",0,60,2.5,50,90,11,0,1,2.86
"Moderate Elimination",0,60,2.5,50,90,12,0,0.93,2.74
"Moderate Elimination",0,60,2.5,50,90,13,0,0.71,2.72
"Moderate Elimination",0,60,2.5,50,90,14,0,0.71,2.44
"Moderate Elimination",0,60,2.5,50,90,15,0,0.79,2.86
"Moderate Elimination",0,60,2.5,50,90,16,0,0.79,2.71
"Moderate Elimination",0,60,2.5,50,90,17,0,0.86,2.3
"Moderate Elimination",0,60,2.5,50,90,18,0,0.71,2.29
"Moderate Elimination",0,60,2.5,50,90,19,0,0.5,2.29
"Moderate Elimination",0,60,2.5,50,90,20,0,0.57,2.16
"Moderate Elimination",0,60,2.5,50,90,21,0,0.57,2.31
"Moderate Elimination",0,60,2.5,50,90,22,0,0.57,1.87
"Moderate Elimination",0,60,2.5,50,90,23,0,0.43,2.29
"Moderate Elimination",0,60,2.5,50,90,24,0,0.43,2.15
"Moderate Elimination",0,60,2.5,50,90,25,0,0.29,1.72
"Moderate Elimination",0,60,2.5,50,90,26,0,0.43,1.86
"Moderate Elimination",0,60,2.5,50,90,27,0,0.43,1.43
"Moderate Elimination",0,60,2.5,50,90,28,0,0.57,1.86
"Moderate Elimination",0,60,2.5,50,90,29,0,0.71,1.87
"Moderate Elimination",0,60,2.5,50,90,30,0,0.79,2.57
"Moderate Elimination",0,60,2.5,50,90,31,0,0.86,2.29
"Moderate Elimination",0,60,2.5,50,90,32,0,0.71,2.29
"Moderate Elimination",0,60,2.5,50,90,33,0,0.71,2.29
"Moderate Elimination",0,60,2.5,50,90,34,0,0.71,2.29
"Moderate Elimination",0,60,2.5,50,90,35,0,0.71,2.16
"Moderate Elimination",0,60,2.5,50,90,36,0,0.57,2.15
"Moderate Elimination",0,60,2.5,50,90,37,0,0.57,2.43
"Moderate Elimination",0,60,2.5,50,90,38,0,0.57,2.14
"Moderate Elimination",0,60,2.5,50,90,39,0,0.71,2.57
"Moderate Elimination",0,60,2.5,50,90,40,0.14,1.14,2.71
"Moderate Elimination",0,60,2.5,50,90,41,0.14,1.57,3.29
"Moderate Elimination",0,60,2.5,50,90,42,0.28,1.5,3.72
"Moderate Elimination",0,60,2.5,50,90,43,0.28,1.86,4.44
"Moderate Elimination",0,60,2.5,50,90,44,0.28,1.86,4.16
"Moderate Elimination",0,60,2.5,50,90,45,0.14,1.71,4.6
"Moderate Elimination",0,60,2.5,50,90,46,0.14,1.79,4.29
"Moderate Elimination",0,60,2.5,50,90,47,0.29,1.57,4.43
"Moderate Elimination",0,60,2.5,50,90,48,0.14,1.71,4.44
"Moderate Elimination",0,60,2.5,50,90,49,0.28,1.64,4.3
"Moderate Elimination",0,60,2.5,50,90,50,0.28,1.64,4.57
"Moderate Elimination",0,60,2.5,50,90,51,0.14,1.71,3.58
"Moderate Elimination",0,60,2.5,50,90,52,0.28,1.43,3.71
"Moderate Elimination",0,75,2.5,50,90,0,0.86,0.86,1
"Moderate Elimination",0,75,2.5,50,90,1,0.42,1.14,2.14
"Moderate Elimination",0,75,2.5,50,90,2,0.56,1.36,2.43
"Moderate Elimination",0,75,2.5,50,90,3,0.29,1.14,2.43
"Moderate Elimination",0,75,2.5,50,90,4,0.14,1.14,2.72
"Moderate Elimination",0,75,2.5,50,90,5,0.14,1.29,2.72
"Moderate Elimination",0,75,2.5,50,90,6,0,1,2.72
"Moderate Elimination",0,75,2.5,50,90,7,0,1.14,2.72
"Moderate Elimination",0,75,2.5,50,90,8,0,1,3.29
"Moderate Elimination",0,75,2.5,50,90,9,0,0.93,3.48
"Moderate Elimination",0,75,2.5,50,90,10,0,1,3.31
"Moderate Elimination",0,75,2.5,50,90,11,0,1,3.44
"Moderate Elimination",0,75,2.5,50,90,12,0,1,2.86
"Moderate Elimination",0,75,2.5,50,90,13,0,0.86,3.14
"Moderate Elimination",0,75,2.5,50,90,14,0,0.71,2.86
"Moderate Elimination",0,75,2.5,50,90,15,0,0.86,2.3
"Moderate Elimination",0,75,2.5,50,90,16,0,0.71,2.72
"Moderate Elimination",0,75,2.5,50,90,17,0,0.79,2.29
"Moderate Elimination",0,75,2.5,50,90,18,0,0.71,2.17
"Moderate Elimination",0,75,2.5,50,90,19,0,0.71,1.87
"Moderate Elimination",0,75,2.5,50,90,20,0,0.57,2.01
"Moderate Elimination",0,75,2.5,50,90,21,0,0.43,2.29
"Moderate Elimination",0,75,2.5,50,90,22,0,0.43,2.01
"Moderate Elimination",0,75,2.5,50,90,23,0,0.36,2.14
"Moderate Elimination",0,75,2.5,50,90,24,0,0.29,2
"Moderate Elimination",0,75,2.5,50,90,25,0,0.43,1.57
"Moderate Elimination",0,75,2.5,50,90,26,0,0.29,1.71
"Moderate Elimination",0,75,2.5,50,90,27,0,0.43,1.71
"Moderate Elimination",0,75,2.5,50,90,28,0,0.57,1.44
"Moderate Elimination",0,75,2.5,50,90,29,0,0.57,1.86
"Moderate Elimination",0,75,2.5,50,90,30,0,0.57,1.73
"Moderate Elimination",0,75,2.5,50,90,31,0,0.71,1.71
"Moderate Elimination",0,75,2.5,50,90,32,0,0.64,1.6
"Moderate Elimination",0,75,2.5,50,90,33,0,0.57,2.43
"Moderate Elimination",0,75,2.5,50,90,34,0,0.71,2.29
"Moderate Elimination",0,75,2.5,50,90,35,0,0.71,1.86
"Moderate Elimination",0,75,2.5,50,90,36,0,0.57,2
"Moderate Elimination",0,75,2.5,50,90,37,0,0.5,2.15
"Moderate Elimination",0,75,2.5,50,90,38,0,0.43,1.57
"Moderate Elimination",0,75,2.5,50,90,39,0,0.57,1.86
"Moderate Elimination",0,75,2.5,50,90,40,0.14,1,2.58
"Moderate Elimination",0,75,2.5,50,90,41,0.14,1.29,2.59
"Moderate Elimination",0,75,2.5,50,90,42,0.14,1.29,3.44
"Moderate Elimination",0,75,2.5,50,90,43,0.14,1.43,3.86
"Moderate Elimination",0,75,2.5,50,90,44,0.29,1.36,4.15
"Moderate Elimination",0,75,2.5,50,90,45,0.28,1.43,3.87
"Moderate Elimination",0,75,2.5,50,90,46,0.14,1.36,3.72
"Moderate Elimination",0,75,2.5,50,90,47,0.29,1.43,3.58
"Moderate Elimination",0,75,2.5,50,90,48,0.29,1.36,3.29
"Moderate Elimination",0,75,2.5,50,90,49,0.28,1.64,3.01
"Moderate Elimination",0,75,2.5,50,90,50,0.14,1.29,3.3
"Moderate Elimination",0,75,2.5,50,90,51,0.14,1.43,3.29
"Moderate Elimination",0,75,2.5,50,90,52,0.14,1.29,3.01
"Moderate Elimination",0,90,2.5,50,90,0,0.86,0.86,1
"Moderate Elimination",0,90,2.5,50,90,1,0.42,1.14,2.14
"Moderate Elimination",0,90,2.5,50,90,2,0.56,1.36,2.43
"Moderate Elimination",0,90,2.5,50,90,3,0.29,1.14,2.43
"Moderate Elimination",0,90,2.5,50,90,4,0.14,1.14,2.72
"Moderate Elimination",0,90,2.5,50,90,5,0.14,1.21,2.71
"Moderate Elimination",0,90,2.5,50,90,6,0,1,2.86
"Moderate Elimination",0,90,2.5,50,90,7,0,1,2.75
"Moderate Elimination",0,90,2.5,50,90,8,0,0.93,3
"Moderate Elimination",0,90,2.5,50,90,9,0,1,2.86
"Moderate Elimination",0,90,2.5,50,90,10,0,1,2.86
"Moderate Elimination",0,90,2.5,50,90,11,0,0.93,3.14
"Moderate Elimination",0,90,2.5,50,90,12,0,0.86,2.73
"Moderate Elimination",0,90,2.5,50,90,13,0,0.71,2.71
"Moderate Elimination",0,90,2.5,50,90,14,0,0.71,2.86
"Moderate Elimination",0,90,2.5,50,90,15,0,0.86,2.45
"Moderate Elimination",0,90,2.5,50,90,16,0,0.71,2.74
"Moderate Elimination",0,90,2.5,50,90,17,0,0.57,2.02
"Moderate Elimination",0,90,2.5,50,90,18,0,0.43,2.3
"Moderate Elimination",0,90,2.5,50,90,19,0,0.43,2.57
"Moderate Elimination",0,90,2.5,50,90,20,0,0.43,2.71
"Moderate Elimination",0,90,2.5,50,90,21,0,0.43,3
"Moderate Elimination",0,90,2.5,50,90,22,0,0.29,2.01
"Moderate Elimination",0,90,2.5,50,90,23,0,0.29,2.15
"Moderate Elimination",0,90,2.5,50,90,24,0,0.29,2.01
"Moderate Elimination",0,90,2.5,50,90,25,0,0.29,2
"Moderate Elimination",0,90,2.5,50,90,26,0,0.29,1.58
"Moderate Elimination",0,90,2.5,50,90,27,0,0.29,1.44
"Moderate Elimination",0,90,2.5,50,90,28,0,0.43,1.58
"Moderate Elimination",0,90,2.5,50,90,29,0,0.57,1.72
"Moderate Elimination",0,90,2.5,50,90,30,0,0.5,1.71
"Moderate Elimination",0,90,2.5,50,90,31,0,0.57,2.01
"Moderate Elimination",0,90,2.5,50,90,32,0,0.43,2.01
"Moderate Elimination",0,90,2.5,50,90,33,0,0.57,1.86
"Moderate Elimination",0,90,2.5,50,90,34,0,0.57,1.72
"Moderate Elimination",0,90,2.5,50,90,35,0,0.43,1.57
"Moderate Elimination",0,90,2.5,50,90,36,0,0.43,1.58
"Moderate Elimination",0,90,2.5,50,90,37,0,0.43,1.43
"Moderate Elimination",0,90,2.5,50,90,38,0,0.43,1.43
"Moderate Elimination",0,90,2.5,50,90,39,0,0.43,1.86
"Moderate Elimination",0,90,2.5,50,90,40,0.14,0.86,2.43
"Moderate Elimination",0,90,2.5,50,90,41,0.14,1.14,2.58
"Moderate Elimination",0,90,2.5,50,90,42,0.14,1,3.29
"Moderate Elimination",0,90,2.5,50,90,43,0.28,1.29,3.16
"Moderate Elimination",0,90,2.5,50,90,44,0.14,1.29,2.86
"Moderate Elimination",0,90,2.5,50,90,45,0.14,1.14,3.16
"Moderate Elimination",0,90,2.5,50,90,46,0.14,1.14,2.87
"Moderate Elimination",0,90,2.5,50,90,47,0.14,1.14,2.86
"Moderate Elimination",0,90,2.5,50,90,48,0.14,1.14,3
"Moderate Elimination",0,90,2.5,50,90,49,0.14,1.14,2.72
"Moderate Elimination",0,90,2.5,50,90,50,0,1,2.43
"Moderate Elimination",0,90,2.5,50,90,51,0.14,1.14,2.57
"Moderate Elimination",0,90,2.5,50,90,52,0.14,0.93,2.43
"Moderate Elimination",0,75,2.5,75,50,0,0.86,0.86,1
"Moderate Elimination",0,75,2.5,75,50,1,0.42,1.14,2.14
"Moderate Elimination",0,75,2.5,75,50,2,0.56,1.36,2.43
"Moderate Elimination",0,75,2.5,75,50,3,0.29,1.14,2.43
"Moderate Elimination",0,75,2.5,75,50,4,0.28,1.21,2.72
"Moderate Elimination",0,75,2.5,75,50,5,0.14,1.21,2.87
"Moderate Elimination",0,75,2.5,75,50,6,0,1,3.01
"Moderate Elimination",0,75,2.5,75,50,7,0,1.14,2.86
"Moderate Elimination",0,75,2.5,75,50,8,0,1,3.01
"Moderate Elimination",0,75,2.5,75,50,9,0,0.86,2.58
"Moderate Elimination",0,75,2.5,75,50,10,0,0.71,2.3
"Moderate Elimination",0,75,2.5,75,50,11,0,0.71,2.16
"Moderate Elimination",0,75,2.5,75,50,12,0,0.57,2.29
