"wk","tr","nc","stg","id"
0,"2401036958",0.0,"1",24010369581
1,"2401036958",0.0,"1",24010369581
2,"2401036958",0.0,"1",24010369581
3,"2401036958",0.14285714285714285,"1",24010369581
4,"2401036958",0.0,"1",24010369581
5,"2401036958",0.0,"1",24010369581
6,"2401036958",0.0,"1",24010369581
7,"2401036958",0.0,"1",24010369581
8,"2401036958",0.0,"1",24010369581
9,"2401036958",0.0,"1",24010369581
10,"2401036958",0.0,"1",24010369581
11,"2401036958",0.14285714285714285,"1",24010369581
12,"2401036958",0.0,"1",24010369581
13,"2401036958",0.0,"1",24010369581
14,"2401036958",0.0,"1",24010369581
15,"2401036958",0.14285714285714285,"1",24010369581
16,"2401036958",0.14285714285714285,"1",24010369581
17,"2401036958",0.14285714285714285,"1",24010369581
18,"2401036958",0.0,"1",24010369581
19,"2401036958",0.14285714285714285,"1",24010369581
20,"2401036958",0.0,"1",24010369581
21,"2401036958",0.0,"1",24010369581
22,"2401036958",0.0,"1",24010369581
23,"2401036958",0.0,"1",24010369581
24,"2401036958",0.0,"1",24010369581
25,"2401036958",0.0,"1",24010369581
26,"2401036958",0.14285714285714285,"1",24010369581
27,"2401036958",0.0,"1",24010369581
28,"2401036958",0.14285714285714285,"1",24010369581
29,"2401036958",0.42857142857142855,"1",24010369581
30,"2401036958",1.2857142857142858,"1",24010369581
31,"2401036958",0.0,"1",24010369581
32,"2401036958",0.14285714285714285,"1",24010369581
33,"2401036958",0.0,"1",24010369581
34,"2401036958",0.0,"1",24010369581
35,"2401036958",0.0,"1",24010369581
36,"2401036958",0.0,"1",24010369581
37,"2401036958",0.0,"1",24010369581
38,"2401036958",0.0,"1",24010369581
39,"2401036958",0.0,"1",24010369581
40,"2401036958",0.0,"1",24010369581
41,"2401036958",0.0,"1",24010369581
42,"2401036958",0.2857142857142857,"1",24010369581
43,"2401036958",0.0,"1",24010369581
44,"2401036958",0.0,"1",24010369581
45,"2401036958",0.0,"1",24010369581
46,"2401036958",0.0,"1",24010369581
47,"2401036958",0.0,"1",24010369581
48,"2401036958",0.0,"1",24010369581
49,"2401036958",0.0,"1",24010369581
50,"2401036958",0.14285714285714285,"1",24010369581
51,"2401036958",0.0,"1",24010369581
52,"2401036958",0.14285714285714285,"1",24010369581
53,"2401036958",28.142857142857142,"1",24010369581
54,"2401036958",57.57142857142857,"1",24010369581
55,"2401036958",70.85714285714286,"1",24010369581
56,"2401036958",61.714285714285715,"1",24010369581
57,"2401036958",139.42857142857142,"1",24010369581
58,"2401036958",178.28571428571428,"1",24010369581
59,"2401036958",196.57142857142858,"1",24010369581
60,"2401036958",226.28571428571428,"1",24010369581
61,"2401036958",251.42857142857142,"1",24010369581
62,"2401036958",201.14285714285714,"1",24010369581
63,"2401036958",196.57142857142858,"1",24010369581
64,"2401036958",185.14285714285714,"1",24010369581
65,"2401036958",155.42857142857142,"1",24010369581
66,"2401036958",96.0,"1",24010369581
67,"2401036958",68.57142857142857,"1",24010369581
68,"2401036958",114.28571428571429,"1",24010369581
69,"2401036958",112.0,"1",24010369581
70,"2401036958",144.0,"1",24010369581
71,"2401036958",178.28571428571428,"1",24010369581
72,"2401036958",194.28571428571428,"1",24010369581
73,"2401036958",208.0,"1",24010369581
74,"2401036958",162.28571428571428,"1",24010369581
75,"2401036958",109.71428571428571,"1",24010369581
76,"2401036958",102.85714285714286,"1",24010369581
77,"2401036958",160.0,"1",24010369581
78,"2401036958",162.28571428571428,"1",24010369581
79,"2401036958",166.85714285714286,"1",24010369581
80,"2401036958",141.71428571428572,"1",24010369581
81,"2401036958",109.71428571428571,"1",24010369581
82,"2401036958",114.28571428571429,"1",24010369581
83,"2401036958",157.71428571428572,"1",24010369581
84,"2401036958",121.14285714285714,"1",24010369581
85,"2401036958",160.0,"1",24010369581
86,"2401036958",132.57142857142858,"1",24010369581
87,"2401036958",100.57142857142857,"1",24010369581
88,"2401036958",66.28571428571429,"1",24010369581
89,"2401036958",70.85714285714286,"1",24010369581
90,"2401036958",51.42857142857143,"1",24010369581
91,"2401036958",48.57142857142857,"1",24010369581
92,"2401036958",62.857142857142854,"1",24010369581
93,"2401036958",80.57142857142857,"1",24010369581
94,"2401036958",80.0,"1",24010369581
95,"2401036958",114.28571428571429,"1",24010369581
96,"2401036958",121.14285714285714,"1",24010369581
97,"2401036958",91.42857142857143,"1",24010369581
98,"2401036958",105.14285714285714,"1",24010369581
99,"2401036958",102.85714285714286,"1",24010369581
100,"2401036958",139.42857142857142,"1",24010369581
101,"2401036958",182.85714285714286,"1",24010369581
102,"2401036958",146.28571428571428,"1",24010369581
103,"2401036958",130.28571428571428,"1",24010369581
104,"2401036958",105.14285714285714,"1",24010369581
104,"2401036958",105.14285714285714,"1",24010611901
0,"2401061190",0.0,"1",24010611901
1,"2401061190",0.0,"1",24010611901
2,"2401061190",0.14285714285714285,"1",24010611901
3,"2401061190",0.14285714285714285,"1",24010611901
4,"2401061190",1.5714285714285714,"1",24010611901
4,"2401061190",1.5714285714285714,"2",24010611902
