"stage","R0","R"
"1","3.125",1.82198031176889
"1","3.125",2.65315631797196
"1","3.125",1.67331343330883
"1","3.125",1.95035498355998
"1","3.125",1.79537744596939
"1","3.125",2.03021494063896
"1","3.125",2.0599203483411
"1","3.125",1.75623443644907
"1","3.125",1.84994847381661
"1","3.125",2.29221281366578
"1","3.125",1.91326635970364
"1","3.125",2.2996248906657
"1","3.125",1.73668629175193
"1","3.125",1.71066185457189
"1","3.125",1.89840458243014
"1","3.125",1.93038321341787
"1","3.125",2.07618906210752
"1","3.125",1.8574091948952
"1","3.125",1.93643015167837
"1","3.125",2.24409568836866
"1","3.125",1.98881509424609
"1","3.125",1.91290147763674
"1","3.125",1.89578500166455
"1","3.125",1.64535618168836
"1","3.125",2.00961046902372
"1","3.125",1.91007511939966
"1","3.125",1.49755203343107
"1","3.125",1.8162839651928
"1","3.125",1.84910074128528
"1","3.125",1.98705414238715
"1","3.125",2.21985389416194
"1","3.125",1.99384141463978
"1","3.125",1.9422706794633
"1","3.125",1.74983626392894
"1","3.125",1.82658019337202
"1","3.125",1.68140926290966
"1","3.125",2.04526585904015
"1","3.125",1.77487505730309
"1","3.125",1.65527592051982
"1","3.125",1.75744200877098
"1","3.125",2.28831529189347
"1","3.125",1.92019770713441
"1","3.125",2.20698188509016
"1","3.125",2.00778591985466
"1","3.125",2.00413230613053
"1","3.125",2.28233861480966
"1","3.125",2.00527917711482
"1","3.125",2.21082377121969
"1","3.125",1.81488677489427
"1","3.125",1.64959453801587
"1","3.125",2.35798347176803
"1","3.125",2.04661913327675
"1","3.125",2.28432330065714
"1","3.125",1.94264602333045
"1","3.125",1.88990772116738
"1","3.125",1.73487870873932
"1","3.125",2.01514606073779
"1","3.125",1.68654058844609
"1","3.125",1.99731009951248
"1","3.125",1.71700802756583
"1","3.125",2.15823828730842
"1","3.125",2.02388582363882
"1","3.125",1.62292808301529
"1","3.125",1.76859321021236
"1","3.125",1.78907921497373
"1","3.125",2.01197899881111
"1","3.125",1.77314179226855
"1","3.125",1.80232591050996
"1","3.125",2.253779477286
"1","3.125",2.16143916560764
"1","3.125",2.26935661794749
"1","3.125",1.78957847707848
"1","3.125",2.02082633243887
"1","3.125",1.95744483925846
"1","3.75",2.07114985504141
"1","3.75",2.30955111154397
"1","3.75",2.6616983046015
"1","3.75",2.55327267886372
"1","3.75",2.35482451265683
"1","3.75",2.8584185852606
"1","3.75",2.30303134457422
"1","3.75",2.05364259969586
"1","3.75",2.3700712023055
"1","3.75",1.98226371850437
"1","3.75",1.95922776063235
"1","3.75",2.19254440752761
"1","3.75",2.59974362716845
"1","3.75",2.41971727568233
"1","3.75",1.90625938350987
"1","3.75",2.3433511259978
"1","3.75",2.40948767780598
"1","3.75",2.11084356663857
"1","3.75",2.40135905065773
"1","3.75",2.48965904201008
"1","3.75",2.39943564545288
"1","3.75",2.53433853347593
"1","3.75",2.31842782481591
"1","3.75",2.2843246056236
"1","3.75",2.32890693721499
"1","3.75",2.54210885217589
"1","3.75",1.88792885099417
"1","3.75",2.52528500319761
"1","3.75",2.44272195850254
"1","3.75",2.32488027298567
"1","3.75",2.83344026325612
"1","3.75",2.73843902444914
"1","3.75",2.86607338373564
"1","3.75",1.9990041214872
"1","3.75",2.28353820173916
"1","3.75",2.7209529662488
"1","3.75",2.57392586764365
"1","3.75",2.46940912519829
"1","3.75",2.12029977031141
"1","3.75",2.21694874927415
"1","3.75",2.03078975594518
"1","3.75",2.2193506577089
"1","3.75",2.31697943899334
"1","3.75",3.37640957880436
"1","3.75",2.48966503245822
"1","3.75",2.49717581890353
"1","3.75",2.08560646583256
"1","3.75",2.33977758477019
"1","3.75",2.68104795393737
"1","3.75",2.39714253137133
"1","3.75",2.19498493023408
"1","3.75",3.09427907878638
"1","3.75",2.60115797485801
"1","3.75",2.72362972874325
"1","3.75",2.03463986151965
"1","3.75",2.40512070033261
"1","3.75",2.2216541656705
"1","3.75",2.42906584357858
"1","3.75",2.78855305054674
"1","3.75",2.34097187619134
"1","3.75",2.03464556301505
"1","3.75",1.99910317548845
"1","3.75",1.87195157360516
"1","3.75",2.12254108296705
"1","3.75",2.96090440317258
"1","3.75",2.56607040757349
"1","3.75",2.14385363774583
"1","3.75",2.2169080799349
"1","3.75",2.46944221859007
"1","3.75",2.07867809831197
"1","3.75",2.31035509130455
"1","3.75",2.09548460443313
"1","3.75",2.55943452743573
"1","3.75",2.47835469102954
"1","3.75",2.29823674768344
"1","3.75",2.00832835340606
"1","3.75",2.23940112831194
"1","3.75",2.41650054244999
"1","3.75",2.35790978243299
"1","3.75",2.5534085369633
"1","3.75",2.16905139831014
"1","3.75",2.48319741696435
"1","3.75",2.47662604938184
"1","3.75",2.74479970611726
"1","3.75",2.9820458207808
"1","3.75",2.28663862668042
"1","3.75",2.4127602253778
"1","3.75",2.89872005552322
"1","3.75",2.51176557819885
"1","3.75",2.49164945330536
"1","3.75",2.60401487648872
"1","3.75",2.67870134819675
"1","3.75",2.15242105477468
"1","3.75",2.08584155303491
"1","3.75",1.81377369824059
"1","3.75",2.51540469423893
"1","3.75",2.34570621263838
"1","3.75",2.24878799373023
"1","3.75",2.17607581640008
"1","3.75",2.53560377526727
"1b","2.5",1.08960843373494
"1b","2.5",1.32075155414071
"1b","2.5",1.38234284548955
"1b","2.5",1.33082344950049
"1b","2.5",1.55712632270014
"1b","2.5",1.30312582085632
"1b","2.5",1.44454354019571
"1b","2.5",1.29548384893223
"1b","2.5",1.23977676312556
"1b","2.5",1.58487876887025
"1b","2.5",1.43416956601355
"1b","2.5",1.64130529694613
"1b","2.5",1.33450182679965
"1b","2.5",1.3086498563677
"1b","2.5",1.34036144578313
"1b","2.5",1.68329498376172
"1b","2.5",1.78067267306764
"1b","2.5",1.28930155210643
"1b","2.5",1.39542388784162
"1b","2.5",1.42964499769479
"1b","2.5",1.4977242767807
"1b","2.5",1.50984752931529
"1b","2.5",1.21090693538826
"1b","2.5",1.38010849909584
"1b","2.5",1.30392777953754
"1b","2.5",1.52981068914229
"1b","2.5",1.44657739022112
"1b","2.5",1.48696779060853
"1b","2.5",1.29512113693179
"1b","2.5",1.51722812940939
"1b","2.5",1.39371426186402
"1b","2.5",1.80289161911909
"1b","2.5",1.52285714285714
"1b","2.5",1.28038865546219
"1b","2.5",1.49252949427222
"1b","2.5",1.4243726414646
"1b","2.5",1.45077150708096
"1b","2.5",1.45406178035417
"1b","2.5",1.54837436868687
"1b","2.5",1.41880035177894
"1b","2.5",1.60113937340631
"1b","2.5",1.46125
"1b","2.5",1.32522387698951
"1b","2.5",1.41893382378923
"1b","2.5",1.32131566028473
"1b","2.5",1.2543980555185
"1b","2.5",1.33282915586286
"1b","2.5",1.50655075319483
"1b","2.5",1.23235937189426
"1b","2.5",1.32391688311688
"1b","2.5",1.30729181116197
"1b","2.5",1.45791517474406
"1b","2.5",1.22081907426373
"1b","2.5",1.26362663404938
"1b","2.5",1.41787620297156
"1b","2.5",1.56845238095238
"1b","2.5",1.2551652892562
"1b","2.5",1.4922700478256
"1b","2.5",1.35900431344357
"1b","2.5",1.51516097836161
"1b","2.5",1.38291139240506
"1b","2.5",1.37251737835154
"1b","2.5",1.27516611295681
"1b","2.5",1.34976034250081
"1b","2.5",1.27820113770527
"1b","2.5",1.28145348837209
"1b","2.5",1.61831155735021
"1b","2.5",1.29617007465109
"1b","2.5",1.50906795224977
"1b","2.5",1.29192129805141
"1b","2.5",1.19990970811412
"1b","2.5",1.33808049535604
"1b","2.5",1.40672998218499
"1b","2.5",1.52988667159399
"1b","2.5",1.40980744239009
"1b","2.5",1.22336178565915
"1b","2.5",1.2410711744785
"1b","2.5",1.39901234567901
"1b","2.5",1.5129452240833
"1b","2.5",1.41666666666667
"1b","2.5",1.18373913043478
"1b","2.5",1.38222267712737
"1b","2.5",1.56971523977459
"1b","2.5",1.40495192567385
"1b","2.5",1.40773771682863
"1b","2.5",1.09074074074074
"1b","2.5",1.53001245166317
"1b","2.5",1.42777777777778
"1b","2.5",1.33803232013168
"1b","2.5",1.25552134921697
"1b","2.5",1.50205470253816
"1b","2.5",1.55421686746988
"1b","2.5",1.16383571858292
"1b","2.5",1.38865489130435
"1b","2.5",1.36665482954545
"1b","2.5",1.49462967106735
"1b","2.5",1.40865229967614
"1b","2.5",1.39955978860159
"1b","2.5",1.33450182679965
"1b","2.5",1.54103448565795
"1b","3.125",1.54811826470491
"1b","3.125",1.39603665145879
"1b","3.125",1.71688902595602
"1b","3.125",1.41975985696584
"1b","3.125",1.69659928356945
"1b","3.125",1.82491034241302
"1b","3.125",1.98685119833207
"1b","3.125",1.59321088119042
"1b","3.125",1.52015243783494
"1b","3.125",1.62050302215481
"1b","3.125",1.8515653655159
"1b","3.125",1.91895560507023
"1b","3.125",1.42376069485762
"1b","3.125",1.9064514172301
"1b","3.125",1.74669651906506
"1b","3.125",2.16304527964364
"1b","3.125",1.8352799504197
"1b","3.125",1.55345001950938
"1b","3.125",1.98862138053462
"1b","3.125",1.45298382277393
"1b","3.125",1.66710850572724
"1b","3.125",1.70101854903168
"1b","3.125",1.58555830933584
"1b","3.125",1.69598863313441
"1b","3.125",1.66143867165656
"1b","3.125",1.82092285869798
"1b","3.125",2.0441143058622
"1b","3.125",2.07781850968333
"1b","3.125",1.60259357425322
"1b","3.125",1.66292165557067
"1b","3.125",1.75916277797155
"1b","3.125",1.73953357803815
"1b","3.125",1.7422871129326
"1b","3.125",1.64645995441046
"1b","3.125",1.65183792860641
"1b","3.125",1.75990233333045
"1b","3.125",1.86824769433465
"1b","3.125",1.75651329591806
"1b","3.125",1.68650056332745
"1b","3.125",1.60345434400273
"1b","3.125",1.54702364013334
"1b","3.125",1.40635811630095
"1b","3.125",1.69150140155894
"1b","3.125",1.71332700565223
"1b","3.125",1.85660366333057
"1b","3.125",1.70847484212259
"1b","3.125",1.77481460662553
"1b","3.125",2.23477346783854
"1b","3.125",1.49410889644145
"1b","3.125",1.66898251168964
"1b","3.125",1.69980725848139
"1b","3.125",1.49798493311852
"1b","3.125",1.72392797325532
"1b","3.125",1.76743962693375
"1b","3.125",1.96819921950045
"1b","3.125",1.48166097519395
"1b","3.125",1.60574280267226
"1b","3.125",1.91101996038794
"1b","3.125",1.88630192076259
"1b","3.125",1.53034049244289
"1b","3.125",1.83929418711104
"1b","3.125",1.91243185287412
"1b","3.125",1.52082340281571
"1b","3.125",1.74043717622289
"1b","3.125",1.60748203964782
"1b","3.125",1.91427095687447
"1b","3.125",1.68305084076264
"1b","3.125",1.5404726874723
"1b","3.125",1.97608435938273
"1b","3.125",1.85118565289552
"1b","3.125",1.83183257327621
"1b","3.125",1.90250506113692
"1b","3.125",1.78575473057379
"1b","3.125",1.78838918136301
"1b","3.125",1.82311485287038
"1b","3.125",1.91664487401003
"1b","3.125",1.67417638937766
"1b","3.125",2.12302174847781
"1b","3.125",1.43388209275002
"1b","3.125",1.81527601690216
"1b","3.125",1.90046438237501
"1b","3.125",1.65231676524798
"1b","3.125",1.93576009330682
"1b","3.125",1.50783326103944
"1b","3.125",1.68686868686869
"1b","3.125",1.70634976697976
"1b","3.125",1.7617737736806
"1b","3.125",1.95651162218488
"1b","3.125",1.6844512195122
"1b","3.125",1.76019653623372
"1b","3.125",1.60125838270962
"1b","3.125",1.71130750967156
"1b","3.125",1.64887313986937
"1b","3.125",2.07437050074589
"1b","3.125",1.31910907820342
"1b","3.125",1.73761507884978
"1b","3.125",1.86620622465213
"1b","3.125",1.80241212362769
"1b","3.125",1.95321691018297
"1b","3.125",1.79916181552366
"1b","3.75",1.99147804884925
"1b","3.75",1.97610120771667
"1b","3.75",1.90192831381752
"1b","3.75",2.6865506792114
"1b","3.75",1.77001983531213
"1b","3.75",2.13632604872842
"1b","3.75",1.98782492954038
"1b","3.75",1.9268026191609
"1b","3.75",1.88280413390806
"1b","3.75",2.33025338541874
"1b","3.75",2.02455348784145
"1b","3.75",1.89748544069508
"1b","3.75",1.70633196035919
"1b","3.75",1.82687864129756
"1b","3.75",1.88659543449083
"1b","3.75",2.38034571480369
"1b","3.75",2.51599244832728
"1b","3.75",2.05388328500948
"1b","3.75",2.16648418409414
"1b","3.75",1.93844046715846
"1b","3.75",2.32025829974616
"1b","3.75",2.18314756348256
"1b","3.75",1.98674158568539
"1b","3.75",2.16710367754528
"1b","3.75",1.88388382217285
"1b","3.75",2.00114358114056
"1b","3.75",1.60203852020518
"1b","3.75",2.67180419228345
"1b","3.75",1.84678168298155
"1b","3.75",1.85888668353628
"1b","3.75",2.01169026298469
"1b","3.75",2.49122706939984
"1b","3.75",1.82626465479903
"1b","3.75",1.84294245577355
"1b","3.75",2.63515924239279
"1b","3.75",1.78689928506648
"1b","3.75",2.25921456217929
"1b","3.75",1.87377360611334
"1b","3.75",2.47455523568704
"1b","3.75",1.97659073076609
"1b","3.75",2.10970570204202
"1b","3.75",1.64816208446702
"1b","3.75",2.36953361902413
"1b","3.75",1.94308186641354
"1b","3.75",2.08598566084409
"1b","3.75",1.82747476442079
"1b","3.75",1.96602054776585
"1b","3.75",2.37588765465817
"1b","3.75",2.13169907211637
"1b","3.75",2.32232411591158
"1b","3.75",2.12508966788915
"1b","3.75",1.73781325333308
"1b","3.75",2.3617709217003
"1b","3.75",2.2496246397027
"1b","3.75",2.15136424695817
"1b","3.75",1.86677788492848
"1b","3.75",1.76009375311636
"1b","3.75",2.30296587345231
"1b","3.75",1.89537917199434
"1b","3.75",1.91881200409972
"1b","3.75",1.8996529187038
"1b","3.75",2.11048959180287
"1b","3.75",1.53801894811015
"1b","3.75",1.9071564438057
"1b","3.75",1.71969834486214
"1b","3.75",2.63307882583229
"1b","3.75",2.11161002874893
"1b","3.75",2.0496274803237
"1b","3.75",2.29857009690589
"1b","3.75",2.72565541056982
"1b","3.75",2.26299361793134
"1b","3.75",2.24431746040238
"1b","3.75",2.16161649766364
"1b","3.75",2.19950495489486
"1b","3.75",2.15756744207579
"1b","3.75",2.20109257441668
"1b","3.75",1.89892081778765
"1b","3.75",2.27314139638096
"1b","3.75",1.9293127008976
"1b","3.75",1.87254476128977
"1b","3.75",2.59782964101692
"1b","3.75",2.2428352634201
"1b","3.75",1.87373950850918
"1b","3.75",2.23106692145391
"1b","3.75",2.29307879132363
"1b","3.75",1.74791859033549
"1b","3.75",1.80772240899436
"1b","3.75",2.06437902888958
"1b","3.75",1.87377352813166
"1b","3.75",1.82841202197591
"1b","3.75",2.58582691914378
"1b","3.75",1.96501940664524
"1b","3.75",1.98825171344177
"1b","3.75",1.77874352372972
"1b","3.75",2.16680051702768
"1b","3.75",2.4999491737688
"1b","3.75",2.14485032673296
"1b","3.75",1.95689140315108
"1b","3.75",2.08792798183393
"1b","3.75",1.9200325669958
"2","2.5",1.13690476190476
"2","2.5",1.05732493136655
"2","2.5",1.05699481865285
"2","2.5",1.26702115708669
"2","2.5",1.21865581153646
"2","2.5",1.34899836943862
"2","2.5",1.3298680827564
"2","2.5",1.32291464977549
"2","2.5",1.34545454545455
"2","2.5",1.13095823095823
"2","2.5",0.983516483516484
