"stage","R0","R"
"2","2.5",1.22950058072009
"2","2.5",1.18833849329205
"2","2.5",1.05963302752294
"2","2.5",1.01149425287356
"2","2.5",1.10096153846154
"2","2.5",1.40308943089431
"2","2.5",1.10877672146646
"2","2.5",1.21136989732031
"2","2.5",1.33897674418605
"2","2.5",1.24860800922162
"2","2.5",1.17888262784125
"2","2.5",1.32699081050186
"2","2.5",1.30922986478542
"2","2.5",1.01829268292683
"2","2.5",1.23208722741433
"2","2.5",1.07183257918552
"2","2.5",1.13419913419913
"2","2.5",0.905349794238683
"2","2.5",1.37805252226997
"2","2.5",1.11585365853659
"2","2.5",0.95615671641791
"2","2.5",1.07479357834514
"2","2.5",1.07100340136054
"2","2.5",1.09306116540991
"2","2.5",1.14796784784331
"2","2.5",1.46572496884088
"2","2.5",1.33729428466271
"2","2.5",1.20175970873786
"2","2.5",1.08101988076657
"2","2.5",1.12567660910518
"2","2.5",1.10983646570661
"2","2.5",1.27134146341463
"2","2.5",1.06142663844846
"2","2.5",1.05633802816901
"2","2.5",1.03973509933775
"2","2.5",1.12334801762115
"2","2.5",1.2754650550341
"2","2.5",1.03076923076923
"2","2.5",1.15346648301194
"2","2.5",1.31721801362823
"2","2.5",1.22917991099809
"2","2.5",1.1720036439265
"2","2.5",1.1626277271472
"2","2.5",1.45435714285714
"2","2.5",1.08936170212766
"2","2.5",1.04415698486845
"2","2.5",1.34810126582278
"2","2.5",1.14871794871795
"2","2.5",1.04583333333333
"2","2.5",1.04624277456647
"2","2.5",1.14507772020725
"2","2.5",1.13698630136986
"2","2.5",1.16574585635359
"2","2.5",1.14130434782609
"2","2.5",0.988710895630974
"2","2.5",1.62345679012346
"2","2.5",1.23314354210369
"2","2.5",1.15384615384615
"2","2.5",1.4746835443038
"2","2.5",1.04147465437788
"2","2.5",1.35220125786164
"2","2.5",1.12012812362463
"2","2.5",1.56761833208114
"2","2.5",1.10882352941176
"2","2.5",1.39675615609226
"2","2.5",1.17816091954023
"2","2.5",1.14594829550791
"2","2.5",0.995708154506438
"2","2.5",1.26102941176471
"2","2.5",1.17615801507325
"2","2.5",1.09206838881732
"2","2.5",1.32478140281958
"2","2.5",1.10609519068952
"2","2.5",1.06635071090047
"2","2.5",1.05376344086022
"2","2.5",1.39444444444444
"2","2.5",1.15183246073298
"2","2.5",1.14345860295338
"2","2.5",1.23081648081648
"2","2.5",1.32954545454545
"2","2.5",0.958041958041958
"2","2.5",1.1025641025641
"2","2.5",1.15793963910824
"2","2.5",1.07291666666667
"2","2.5",1.26376172090458
"2","2.5",1.26335617244708
"2","2.5",1
"2","2.5",1.12172119068671
"2","2.5",1.40841897384769
"2","3.125",1.25427766948235
"2","3.125",1.37399926603433
"2","3.125",1.19649561952441
"2","3.125",1.43411073269741
"2","3.125",1.41613640857931
"2","3.125",1.52684476190476
"2","3.125",1.43006931425277
"2","3.125",1.45508935444711
"2","3.125",1.36261601554069
"2","3.125",1.60165558398496
"2","3.125",1.25824705202258
"2","3.125",1.24713853324474
"2","3.125",1.34308510638298
"2","3.125",1.24573675336203
"2","3.125",1.53315821897029
"2","3.125",1.63909576596255
"2","3.125",1.50232804756762
"2","3.125",1.28690462785722
"2","3.125",1.36112037926508
"2","3.125",1.43524152956202
"2","3.125",1.13811143201423
"2","3.125",1.46902128372717
"2","3.125",1.53019134728252
"2","3.125",1.6346347530021
"2","3.125",1.31326329022989
"2","3.125",1.47301311728395
"2","3.125",1.45748325204076
"2","3.125",1.23952215032354
"2","3.125",1.33738191632928
"2","3.125",1.34910767211305
"2","3.125",1.38133203694701
"2","3.125",1.49389713990078
"2","3.125",1.44533389514026
"2","3.125",1.32594021215043
"2","3.125",1.61006126585134
"2","3.125",1.38282182411833
"2","3.125",1.66762472920387
"2","3.125",1.44712812613509
"2","3.125",1.45783686384849
"2","3.125",1.31005601216381
"2","3.125",1.55440583603388
"2","3.125",1.58217654539051
"2","3.125",1.45486672275678
"2","3.125",1.47969170780055
"2","3.125",1.50726829268293
"2","3.125",1.27708494797905
"2","3.125",1.7380453832825
"2","3.125",1.53975155279503
"2","3.125",1.5432734929078
"2","3.125",1.54913378487541
"2","3.125",1.55237326637972
"2","3.125",1.67822067458873
"2","3.125",1.46472542174417
"2","3.125",1.44406882591093
"2","3.125",1.51788379875674
"2","3.125",1.32639766650462
"2","3.125",1.21050324694049
"2","3.125",1.88913673620925
"2","3.125",1.48163530962368
"2","3.125",1.46084326998545
"2","3.125",1.57314190163178
"2","3.125",1.5289164817404
"2","3.125",1.50549941710907
"2","3.125",1.15994318181818
"2","3.125",1.31796063607793
"2","3.125",1.54300966064792
"2","3.125",1.66912156058498
"2","3.125",1.54504090057049
"2","3.125",1.64906321901198
"2","3.125",1.35963045912654
"2","3.125",1.36336085546954
"2","3.125",1.38638197078663
"2","3.125",1.26765646611342
"2","3.125",1.63163463059643
"2","3.125",1.45747449923366
"2","3.125",1.51170553093348
"2","3.125",1.42052912223134
"2","3.125",1.45250658284874
"2","3.125",1.47249190938511
"2","3.125",1.4133792334636
"2","3.125",1.42594859241126
"2","3.125",1.38112351146206
"2","3.125",1.23458359821996
"2","3.125",1.39864864864865
"2","3.125",1.33916279069767
"2","3.125",1.26234759990776
"2","3.125",1.2933166357185
"2","3.125",1.40871747283005
"2","3.125",1.45720033682401
"2","3.125",1.64941680578645
"2","3.125",1.60589455942274
"2","3.125",1.31167149583484
"2","3.125",1.37010324737951
"2","3.125",1.56107332316745
"2","3.125",1.65728565936178
"2","3.125",1.54198920620565
"2","3.125",1.54750622948061
"2","3.125",1.37298778059411
"2","3.125",1.56004923355735
"2","3.125",1.77829166550217
"2","3.75",1.88814535468885
"2","3.75",1.59171518889554
"2","3.75",1.29640097301431
"2","3.75",1.65662024756852
"2","3.75",1.61440640405845
"2","3.75",1.61184242424242
"2","3.75",1.66681098339519
"2","3.75",1.70900809462999
"2","3.75",1.8544605196382
"2","3.75",1.42248782467532
"2","3.75",1.59839719615135
"2","3.75",1.57808467741936
"2","3.75",1.90264456661577
"2","3.75",1.53007386200546
"2","3.75",1.67298867882722
"2","3.75",1.89053480076165
"2","3.75",1.99719717820724
"2","3.75",1.81248333084318
"2","3.75",2.01528111940785
"2","3.75",1.62985617196144
"2","3.75",2.00381053402701
"2","3.75",1.74996356877528
"2","3.75",1.85208341807212
"2","3.75",2.01705711701689
"2","3.75",1.84274512156291
"2","3.75",1.54458102120704
"2","3.75",1.79739415009125
"2","3.75",1.79116773596259
"2","3.75",1.60683642430044
"2","3.75",1.70124427846221
"2","3.75",1.4495049703383
"2","3.75",1.84482906392599
"2","3.75",1.87442449779375
"2","3.75",1.63250018748781
"2","3.75",1.4988230826537
"2","3.75",1.73597688572337
"2","3.75",1.88099809911811
"2","3.75",1.56973618159845
"2","3.75",1.44412608335497
"2","3.75",1.64712165783757
"2","3.75",2.02642547681488
"2","3.75",1.54784688995215
"2","3.75",2.24455307275042
"2","3.75",1.69940279657629
"2","3.75",1.80735389286389
"2","3.75",1.71305735263344
"2","3.75",2.02079521140054
"2","3.75",1.96283957579531
"2","3.75",1.46247620942556
"2","3.75",1.81085324580212
"2","3.75",1.58093424647858
"2","3.75",1.87330106941308
"2","3.75",1.88251469980615
"2","3.75",1.66975496399651
"2","3.75",1.89721453846609
"2","3.75",1.62023552291362
"2","3.75",1.8688817523987
"2","3.75",1.70900762387666
"2","3.75",2.1722629281877
"2","3.75",1.69401959040513
"2","3.75",1.99550089366527
"2","3.75",1.86480009022726
"2","3.75",1.8824731153711
"2","3.75",2.00011920289855
"2","3.75",1.65874717743235
"2","3.75",1.91695134432467
"2","3.75",1.6705953074263
"2","3.75",2.04360091963392
"2","3.75",2.05028754366449
"2","3.75",1.98863423322085
"2","3.75",1.76025041087244
"2","3.75",1.70182991465756
"2","3.75",1.77105291556733
"2","3.75",1.74435832937826
"2","3.75",1.88907081115322
"2","3.75",1.74085778219167
"2","3.75",1.7521180140474
"2","3.75",1.58482323476945
"2","3.75",1.70617586897707
"2","3.75",1.8693138973774
"2","3.75",1.58786184716518
"2","3.75",1.60269917110284
"2","3.75",1.45395809127379
"2","3.75",1.52263852067869
"2","3.75",1.58086069774381
"2","3.75",1.52596153846154
"2","3.75",1.78409986418739
"2","3.75",1.47264142278087
"2","3.75",1.65136386874591
"2","3.75",1.73668822255519
"2","3.75",2.12245654798772
"2","3.75",1.74789277016309
"2","3.75",1.75914596395646
"2","3.75",1.40585278284479
"2","3.75",1.96333644001063
"2","3.75",2.02202673149548
"2","3.75",1.79484982381055
"2","3.75",1.58621310102792
"2","3.75",1.91504523282616
"2","3.75",1.63835410621125
"3","2.5",0.946745562130178
"3","2.5",0.779310344827586
"3","2.5",0.9375
"3","2.5",0.856540084388186
"3","2.5",1.02369668246445
"3","2.5",0.985074626865672
"3","2.5",0.919205413984115
"3","2.5",1.04237288135593
"3","2.5",0.912698412698413
"3","2.5",0.826666666666667
"3","2.5",0.864285714285714
"3","2.5",0.813471502590673
"3","2.5",0.903448275862069
"3","2.5",0.846153846153846
"3","2.5",0.783333333333333
"3","2.5",1.02083333333333
"3","2.5",0.941935483870968
"3","2.5",1
"3","2.5",1.015625
"3","2.5",0.96236559139785
"3","2.5",0.828193832599119
"3","2.5",1.07960199004975
"3","2.5",0.863095238095238
"3","2.5",1.00492610837438
"3","2.5",0.930555555555556
"3","2.5",0.926229508196721
"3","2.5",0.826612903225806
"3","2.5",0.876404494382022
"3","2.5",0.980487804878049
"3","2.5",0.987179487179487
"3","2.5",0.920245398773006
"3","2.5",1.14423695404088
"3","2.5",0.844827586206896
"3","2.5",0.887323943661972
"3","2.5",0.9
"3","2.5",0.812765957446808
"3","2.5",0.877551020408163
"3","2.5",0.830845771144279
"3","2.5",0.975124378109453
"3","2.5",0.838235294117647
"3","2.5",0.844919786096257
"3","2.5",0.961111111111111
"3","2.5",0.917073170731707
"3","2.5",0.991266375545852
"3","2.5",0.860869565217391
"3","2.5",0.857142857142857
"3","2.5",0.896713615023474
"3","2.5",1.13654191621168
"3","2.5",1.096
"3","2.5",0.94238683127572
"3","2.5",0.835714285714286
"3","2.5",0.969230769230769
"3","2.5",0.695652173913043
"3","2.5",1.03960396039604
"3","2.5",0.838427947598253
"3","2.5",0.813432835820895
"3","2.5",0.890909090909091
"3","2.5",0.923566878980892
"3","2.5",1.00662251655629
"3","2.5",0.923076923076923
"3","2.5",1.02222222222222
"3","2.5",1.00675675675676
"3","2.5",0.966183574879227
"3","2.5",0.994152046783626
"3","2.5",0.908713692946058
"3","2.5",0.961538461538462
"3","2.5",1
"3","2.5",0.965
"3","2.5",0.907894736842105
"3","2.5",0.986111111111111
"3","2.5",0.880829015544041
"3","2.5",1
"3","2.5",1.00448430493274
"3","2.5",0.902173913043478
"3","2.5",1.26147843345524
"3","2.5",1.00787401574803
"3","2.5",0.984848484848485
"3","2.5",0.918918918918919
"3","2.5",0.958139534883721
"3","2.5",0.833333333333333
"3","2.5",0.979338842975207
"3","2.5",0.714953271028037
"3","2.5",0.828877005347593
"3","2.5",0.952
"3","2.5",0.818181818181818
"3","2.5",1.04733727810651
"3","2.5",0.788461538461538
"3","2.5",1.06329113924051
"3","2.5",0.855555555555556
"3","2.5",0.756345177664975
"3","2.5",1.01442307692308
"3","2.5",0.971223021582734
"3","2.5",0.863013698630137
"3","2.5",0.808383233532934
"3","2.5",1.02631578947368
"3","2.5",1.04471544715447
"3","2.5",0.670293746789334
"3","2.5",1.08298755186722
"3","2.5",0.950276243093923
"3","2.5",1.26674107142857
"3","3.125",0.881020693544269
"3","3.125",0.888888888888889
"3","3.125",1.06912442396313
"3","3.125",1.32178955208001
"3","3.125",1.20032153955057
"3","3.125",1.09727046406583
"3","3.125",1.06730299762315
"3","3.125",1.2156862745098
"3","3.125",1.33026944692473
"3","3.125",1.07260256806712
"3","3.125",1.11963036963037
"3","3.125",1.17835880687757
"3","3.125",1.04581367589382
"3","3.125",0.991111111111111
"3","3.125",0.995726495726496
"3","3.125",1.08838684324715
"3","3.125",1.22435897435897
"3","3.125",1.06907141181596
"3","3.125",1.31462680810029
"3","3.125",1.10540621192917
"3","3.125",1.21551425255129
"3","3.125",1.09288507673601
"3","3.125",1.19468390804598
"3","3.125",1.20741071428571
"3","3.125",1.32364727709266
"3","3.125",1.03073132780083
"3","3.125",0.901554404145078
"3","3.125",1.27472527472527
"3","3.125",0.986666666666667
"3","3.125",1.13918419742737
"3","3.125",1.05726600985222
"3","3.125",0.954128440366972
"3","3.125",1.04562737642586
"3","3.125",0.972498606465998
"3","3.125",1.09782608695652
"3","3.125",1.16410706199551
"3","3.125",1.01970443349754
"3","3.125",1.01831894619437
"3","3.125",1.3972049689441
"3","3.125",1.05496507743699
"3","3.125",1.60191258049644
"3","3.125",0.981529192055508
"3","3.125",1.24199762892709
"3","3.125",1.15025724316371
"3","3.125",1.18048128342246
"3","3.125",1.09013781861292
"3","3.125",1.05922876180329
"3","3.125",1.19415458889143
"3","3.125",1.45871649864765
"3","3.125",1.06755717855084
"3","3.125",1.13821554860862
"3","3.125",1.22666410244807
"3","3.125",0.962765957446808
"3","3.125",1.16887887135821
"3","3.125",1.18142278658201
"3","3.125",0.966101694915254
"3","3.125",1.15280665280665
"3","3.125",1.04273504273504
"3","3.125",1.31800288600289
"3","3.125",1.18536334594059
"3","3.125",1.14173669467787
"3","3.125",1.08461484477117
"3","3.125",1.17928959007797
"3","3.125",1.0156862745098
"3","3.125",1.14995816471151
"3","3.125",1.02718233471074
"3","3.125",1.20430672268908
"3","3.125",1.1217044366422
"3","3.125",1.02734375
"3","3.125",1.04090909090909
"3","3.125",1.24912975422858
"3","3.125",1.25434088979507
"3","3.125",0.907834101382488
"3","3.125",0.978354978354978
"3","3.125",1.04130434782609
"3","3.125",1.17123466702393
"3","3.125",1.32774166491927
"3","3.125",1.03236439916092
"3","3.125",0.965317919075144
"3","3.125",1.1086860670194
"3","3.125",0.973684210526316
"3","3.125",0.859649122807017
"3","3.125",0.9
"3","3.125",1.03734439834025
"3","3.125",0.941798941798942
"3","3.125",0.98346826287567
"3","3.125",1.01104972375691
"3","3.125",1.07723577235772
"3","3.125",1.13434442270059
"3","3.125",1.35895698847685
"3","3.125",1.29841326530612
"3","3.125",1.14767098000181
"3","3.125",0.887892376681614
"3","3.125",1.17527316270019
"3","3.125",0.939914163090129
"3","3.125",1.17798706240487
"3","3.125",1.11345755693582
"3","3.125",1.21031976744186
"3","3.125",1.21822263034384
"3","3.125",1.27689727463312
"3","3.75",1.16440260858866
"3","3.75",1.14098720538721
"3","3.75",1.50535319236508
"3","3.75",1.2110191208358
"3","3.75",1.60594296680936
"3","3.75",1.61180780405111
"3","3.75",1.08867100391868
"3","3.75",1.13971698113208
"3","3.75",1.1637335009428
"3","3.75",1.32868722328211
"3","3.75",1.10906935388263
"3","3.75",1.17461197339246
"3","3.75",1.37892661179698
"3","3.75",1.2703526821777
"3","3.75",1.22237614150838
"3","3.75",1.61437477011006
"3","3.75",1.66911760571543
"3","3.75",1.35460499989469
"3","3.75",1.32120870154208
"3","3.75",1.46187865339902
"3","3.75",1.34984444130383
"3","3.75",1.48314445902422
"3","3.75",1.09912854030501
"3","3.75",1.5002106741573
"3","3.75",1.15478708728042
"3","3.75",1.02120893904218
"3","3.75",1.28279883381924
"3","3.75",1.31657555846197
"3","3.75",1.28675545302013
"3","3.75",1.7011158966575
"3","3.75",1.29017094017094
"3","3.75",1.71804962535233
"3","3.75",1.31363534424759
"3","3.75",1.33378056450196
"3","3.75",1.29224844704305
"3","3.75",1.2232481442425
"3","3.75",1.34738667297924
"3","3.75",1.37322024434666
"3","3.75",1.4013299013299
"3","3.75",1.4239116617664
"3","3.75",1.58908403376648
"3","3.75",1.27402265253928
"3","3.75",1.33057444818118
"3","3.75",1.3276957057241
"3","3.75",1.45167819193793
"3","3.75",1.47071307770006
"3","3.75",1.48369822459781
"3","3.75",1.56960949227082
"3","3.75",1.21230287930693
"3","3.75",1.80484488714667
"3","3.75",1.40081747771915
"3","3.75",1.2635096806018
"3","3.75",1.37067556836733
"3","3.75",1.51466466792526
"3","3.75",1.29510988304845
"3","3.75",1.23417721518987
"3","3.75",1.59868546753793
"3","3.75",1.32382197013788
"3","3.75",1.54848754828276
"3","3.75",1.34856533462111
"3","3.75",1.37489147860025
"3","3.75",1.2553766634981
"3","3.75",1.47963800904977
"3","3.75",1.40682289175833
"3","3.75",1.45454311884177
"3","3.75",1.26754475235948
"3","3.75",1.35857334728763
"3","3.75",1.25006522614224
"3","3.75",1.25649277254762
"3","3.75",1.32479972135145
"3","3.75",1.20329848242335
"3","3.75",1.33778343535486
"3","3.75",1.67823358614175
"3","3.75",1.02961865975565
"3","3.75",1.61717347692957
"3","3.75",1.43198469817805
"3","3.75",1.24995744841803
"3","3.75",1.52358904134143
"3","3.75",1.20648329698924
"3","3.75",1.23498622589532
"3","3.75",1.17493385237675
"3","3.75",1.44887238847431
"3","3.75",1.30027173913043
"3","3.75",1.29069563324603
"3","3.75",1.01233918348428
"3","3.75",0.94170403587444
"3","3.75",1.29080638103194
"3","3.75",1.56619584629026
"3","3.75",1.3969273147633
"3","3.75",1.05979608525905
"3","3.75",1.38442937705489
"3","3.75",1.36233528977483
"3","3.75",1.3230097627508
"3","3.75",1.26182602099355
"3","3.75",1.39559225375228
"3","3.75",1.31758955199184
"3","3.75",1.26854615683574
"3","3.75",1.31175458526674
"3","3.75",1.28281227108207
"3","3.75",1.57712743362049
"4","2.5",0.802816901408451
"4","2.5",0.662447257383966
"4","2.5",0.382911392405063
"4","2.5",0.604651162790698
"4","2.5",0.491379310344828
"4","2.5",0.564102564102564
"4","2.5",0.642335766423358
"4","2.5",0.48421052631579
"4","2.5",0.36013986013986
"4","2.5",0.610486891385768
"4","2.5",0.406143344709898
"4","2.5",0.401337792642141
"4","2.5",0.520179372197309
"4","2.5",0.676767676767677
"4","2.5",0.472602739726027
"4","2.5",0.606334841628959
"4","2.5",0.537549407114625
"4","2.5",0.589958158995816
"4","2.5",0.525179856115108
"4","2.5",0.783132530120482
"4","2.5",0.638009049773756
"4","2.5",0.550387596899225
"4","2.5",0.622047244094488
"4","2.5",0.761702127659574
"4","2.5",0.364640883977901
"4","2.5",0.564315352697095
"4","2.5",0.622950819672131
"4","2.5",0.360606060606061
"4","2.5",0.475155279503106
"4","2.5",0.639344262295082
"4","2.5",0.43046357615894
"4","2.5",0.507142857142857
"4","2.5",0.642156862745098
"4","2.5",0.482608695652174
"4","2.5",0.55448717948718
"4","2.5",0.531380753138075
"4","2.5",0.576923076923077
"4","2.5",0.603846153846154
"4","2.5",0.66798418972332
"4","2.5",0.662447257383966
"4","2.5",0.558620689655172
"4","2.5",0.536082474226804
"4","2.5",0.612
"4","2.5",0.529880478087649
"4","2.5",0.561946902654867
"4","2.5",0.584558823529412
"4","2.5",0.795
"4","2.5",0.566710675216899
"4","2.5",0.372109937222477
"4","2.5",0.588477366255144
"4","2.5",0.745222929936306
"4","2.5",0.588235294117647
"4","2.5",0.417543859649123
"4","2.5",0.51937984496124
"4","2.5",0.409420289855072
"4","2.5",0.539094650205761
"4","2.5",0.580769230769231
"4","2.5",0.328125
"4","2.5",0.610441767068273
"4","2.5",0.674107142857143
"4","2.5",0.550847457627119
"4","2.5",0.48689138576779
"4","2.5",0.62396694214876
"4","2.5",0.331395348837209
"4","2.5",0.539823008849557
"4","2.5",0.504201680672269
"4","2.5",0.874285714285714
"4","2.5",0.341107871720117
"4","2.5",0.36036036036036
"4","2.5",0.400651465798046
"4","2.5",0.661971830985916
"4","2.5",0.613168724279835
"4","2.5",0.703030303030303
"4","2.5",0.445141065830721
"4","2.5",0.711229946524064
"4","2.5",0.476377952755905
"4","2.5",0.434262948207171
"4","2.5",0.494983277591973
"4","2.5",0.380821917808219
"4","2.5",0.767932489451477
"4","2.5",0.546218487394958
"4","2.5",0.501930501930502
"4","2.5",0.47940074906367
"4","2.5",0.490909090909091
"4","2.5",0.379661016949153
"4","2.5",0.390243902439024
"4","2.5",0.412103746397695
"4","2.5",0.439446366782007
"4","2.5",0.59915611814346
"4","2.5",0.548780487804878
"4","2.5",0.407284768211921
"4","2.5",0.550632911392405
"4","2.5",0.524793388429752
"4","2.5",0.779141104294479
"4","2.5",0.493377483443709
"4","2.5",0.475095785440613
"4","2.5",0.770642201834862
"4","2.5",0.501730103806228
"4","2.5",0.442567567567567
"4","2.5",0.37
"4","3.125",0.508403361344538
"4","3.125",0.540540540540541
"4","3.125",0.5625
"4","3.125",0.645739910313901
"4","3.125",0.523605150214592
"4","3.125",0.608108108108108
"4","3.125",0.601941747572815
"4","3.125",0.571984435797665
"4","3.125",0.593155893536122
"4","3.125",0.44078947368421
"4","3.125",0.517241379310345
"4","3.125",0.638120369248444
"4","3.125",0.695652173913043
"4","3.125",0.584313725490196
"4","3.125",0.609489051094891
"4","3.125",0.668141592920354
"4","3.125",0.490494296577947
"4","3.125",0.543307086614173
"4","3.125",0.718061674008811
"4","3.125",0.809859154929577
"4","3.125",0.610655737704918
"4","3.125",0.725352112676056
"4","3.125",0.65587044534413
"4","3.125",0.708108108108108
"4","3.125",0.562248995983936
"4","3.125",0.618923611111111
"4","3.125",0.6
"4","3.125",0.525547445255474
"4","3.125",0.616113744075829
"4","3.125",0.648936170212766
"4","3.125",0.492307692307692
"4","3.125",0.537593984962406
"4","3.125",0.62962962962963
"4","3.125",0.625550660792952
"4","3.125",0.322981366459627
"4","3.125",0.505928853754941
"4","3.125",0.432142857142857
"4","3.125",0.612614936639079
"4","3.125",0.653333333333333
"4","3.125",0.576923076923077
"4","3.125",0.720524017467249
"4","3.125",0.526690391459075
"4","3.125",0.77720207253886
"4","3.125",0.654135338345865
"4","3.125",0.521739130434783
"4","3.125",0.618320610687023
"4","3.125",0.477941176470588
"4","3.125",0.46495207120849
"4","3.125",0.786206896551724
"4","3.125",0.728506787330317
"4","3.125",0.674698795180723
"4","3.125",0.774193548387097
"4","3.125",0.640167364016736
"4","3.125",0.671111111111111
"4","3.125",0.772511848341232
"4","3.125",0.629166666666667
"4","3.125",0.588014981273408
"4","3.125",0.693693693693694
"4","3.125",0.752977587321022
"4","3.125",0.666666666666667
"4","3.125",0.751269035532995
"4","3.125",0.686274509803922
"4","3.125",0.725388601036269
"4","3.125",0.465116279069767
"4","3.125",0.318840579710145
"4","3.125",0.627049180327869
"4","3.125",0.76536312849162
"4","3.125",0.629770992366412
"4","3.125",0.520661157024793
"4","3.125",0.471698113207547
"4","3.125",0.607913669064748
"4","3.125",0.622047244094488
"4","3.125",0.685393258426966
"4","3.125",0.594142259414226
"4","3.125",0.574007220216607
"4","3.125",0.540740740740741
"4","3.125",0.767932489451477
"4","3.125",0.714285714285714
"4","3.125",0.428571428571429
"4","3.125",0.754863813229572
"4","3.125",0.565217391304348
"4","3.125",0.534615384615385
"4","3.125",0.420494699646643
"4","3.125",0.65546218487395
"4","3.125",0.615702479338843
"4","3.125",0.515463917525773
"4","3.125",0.439516129032258
"4","3.125",0.783950617283951
"4","3.125",0.604838709677419
"4","3.125",0.723300970873786
"4","3.125",0.726415094339623
"4","3.125",0.579545454545455
"4","3.125",0.474025974025974
"4","3.125",0.686486486486486
"4","3.125",0.609756097560976
"4","3.125",0.522448979591837
"4","3.125",0.403361344537815
"4","3.125",0.51006711409396
"4","3.125",0.585551330798479
"4","3.125",0.609756097560976
"4","3.75",0.723320158102767
"4","3.75",0.534883720930232
"4","3.75",0.754827529295263
"4","3.75",0.681318681318681
"4","3.75",0.764705882352941
"4","3.75",0.660377358490566
"4","3.75",0.715909090909091
"4","3.75",0.808411214953271
"4","3.75",0.523297491039427
"4","3.75",0.630902983600079
"4","3.75",0.642307692307692
"4","3.75",0.806451612903226
"4","3.75",0.764102564102564
"4","3.75",0.490080662742533
"4","3.75",0.736486486486487
"4","3.75",0.584158415841584
"4","3.75",0.672
"4","3.75",0.500461755758366
"4","3.75",0.774846009123476
"4","3.75",0.690909090909091
"4","3.75",0.851229841048846
"4","3.75",0.777777777777778
"4","3.75",0.811174422285533
"4","3.75",0.642801857585139
"4","3.75",0.955848118599667
"4","3.75",0.707407407407407
"4","3.75",0.608888888888889
"4","3.75",0.515641884486558
"4","3.75",0.545316868592731
"4","3.75",0.890203743987254
"4","3.75",0.754189944134078
"4","3.75",0.909726751010826
"4","3.75",0.7
"4","3.75",0.886500363925098
"4","3.75",0.584282022536961
"4","3.75",0.532871972318339
"4","3.75",0.623430962343096
"4","3.75",0.6875
"4","3.75",0.713450292397661
"4","3.75",0.865
"4","3.75",0.70852534562212
"4","3.75",0.74369949697827
"4","3.75",0.834306569343066
"4","3.75",0.793478260869565
"4","3.75",0.724719101123595
"4","3.75",0.76555023923445
"4","3.75",0.580246913580247
"4","3.75",0.747422680412371
"4","3.75",0.722448979591837
"4","3.75",0.639902519586715
"4","3.75",0.720627859114963
"4","3.75",1.00785420290064
"4","3.75",0.625954198473282
"4","3.75",0.774647887323944
"4","3.75",0.674329501915709
"4","3.75",0.640350877192982
"4","3.75",0.718195348837209
"4","3.75",0.609756097560976
"4","3.75",0.685
"4","3.75",0.45578231292517
"4","3.75",0.683864355551102
"4","3.75",0.746835443037975
"4","3.75",0.797814207650273
"4","3.75",0.722222222222222
"4","3.75",0.66494459685752
"4","3.75",0.742268041237113
"4","3.75",0.7
"4","3.75",0.652266938359653
"4","3.75",0.568164415352854
"4","3.75",0.719211822660099
"4","3.75",0.592857142857143
"4","3.75",0.687723289092817
"4","3.75",0.701030927835051
"4","3.75",0.623076923076923
"4","3.75",0.867197433654127
"4","3.75",0.834254143646409
"4","3.75",0.697142857142857
"4","3.75",0.671641791044776
"4","3.75",0.710227272727273
"4","3.75",0.662983425414365
"4","3.75",0.599676417482778
"4","3.75",0.550173010380623
"4","3.75",0.50597609561753
"4","3.75",0.703947368421053
"4","3.75",0.665071770334928
"4","3.75",0.504065040650406
"4","3.75",0.675555555555556
"4","3.75",0.739463601532567
"4","3.75",0.498889039425552
"4","3.75",0.681318681318681
"4","3.75",0.723618090452261
"4","3.75",0.582726308614634
"4","3.75",0.582329317269076
"4","3.75",0.728251516822946
"4","3.75",0.512127498753639
"4","3.75",0.783783783783784
"4","3.75",0.672438672438673
"4","3.75",0.636363636363636
"4","3.75",0.685714285714286
"4","3.75",0.810810810810811
